Calculation1,School,City,County/State/Country,App GPA,Adm GPA,Enrl GPA
LELAND HIGH SCHOOL053091,LELAND HIGH SCHOOL,San Jose,Santa Clara,3.98,4.02,4.04
LEMOORE MIDDLE COLLEGE HS051536,LEMOORE MIDDLE COLLEGE HS,Lemoore,Kings,3.84,3.91,4
LEMOORE UNION HIGH SCHOOL051400,LEMOORE UNION HIGH SCHOOL,Lemoore,Kings,3.86,4,4.1
LENNOX MATH SCIENCE TECH ACAD051498,LENNOX MATH SCIENCE TECH ACAD,Inglewood,Los Angeles,3.68,3.88,4.13
LEROY GREENE ACADEMY054812,LEROY GREENE ACADEMY,Sacramento,Sacramento,3.95,3.99,4.05
LEUZINGER HIGH SCHOOL051375,LEUZINGER HIGH SCHOOL,Lawndale,Los Angeles,3.51,3.79,3.97
LIBERTY HIGH SCHOOL050196,LIBERTY HIGH SCHOOL,Bakersfield,Kern,3.94,4.06,4.12
LIBERTY HIGH SCHOOL050375,LIBERTY HIGH SCHOOL,Brentwood,Contra Costa,4.03,4.07,4.09
LIBERTY HIGH SCHOOL051881,LIBERTY HIGH SCHOOL,Madera,Madera,3.72,3.84,
LIBERTY RANCH HIGH SCHOOL054438,LIBERTY RANCH HIGH SCHOOL,Galt,Sacramento,3.77,4.01,4.18
LIBRA ACADEMY AT LINDA MARQUEZ HS054644,LIBRA ACADEMY AT LINDA MARQUEZ HS,Huntington Park,Los Angeles,3.62,3.77,3.91
LIFE ACADEMY HIGH SCHOOL052212,LIFE ACADEMY HIGH SCHOOL,Oakland,Alameda,3.68,3.72,3.85
LIFELINE EDUCATION CHARTER SCH050899,LIFELINE EDUCATION CHARTER SCH,Compton,Los Angeles,3.45,3.87,
LIGHTHOUSE COMMUNITY CHAR HS054151,LIGHTHOUSE COMMUNITY CHAR HS,Oakland,Alameda,3.64,3.77,3.93
LINCOLN HIGH SCHOOL051405,LINCOLN HIGH SCHOOL,Lincoln,Placer,3.79,3.97,3.89
LINCOLN HIGH SCHOOL053430,LINCOLN HIGH SCHOOL,Stockton,San Joaquin,3.77,4,4.03
LINCOLN HIGH SCHOOL054120,LINCOLN HIGH SCHOOL,San Diego,San Diego,3.61,3.95,4.18
LINDA MARQUEZ HS-SOC JUSTICE054645,LINDA MARQUEZ HS-SOC JUSTICE,Huntington Park,Los Angeles,3.46,3.65,3.88
LINDEN HIGH SCHOOL051410,LINDEN HIGH SCHOOL,Linden,San Joaquin,3.74,3.8,
LINDHURST HIGH SCHOOL051919,LINDHURST HIGH SCHOOL,Olivehurst,Yuba,3.66,3.8,3.88
LINDSAY HIGH SCHOOL051415,LINDSAY HIGH SCHOOL,Lindsay,Tulare,3.97,3.97,3.99
LITERACY FIRST CHARTER SCHOOLS054304,LITERACY FIRST CHARTER SCHOOLS,Lemon Grove,San Diego,3.72,,
LITTLEROCK HIGH SCHOOL051418,LITTLEROCK HIGH SCHOOL,Littlerock,Los Angeles,3.7,3.93,4.1
LIVE OAK HIGH SCHOOL051420,LIVE OAK HIGH SCHOOL,Live Oak,Sutter,3.91,3.97,3.99
LIVE OAK HIGH SCHOOL052060,LIVE OAK HIGH SCHOOL,Morgan Hill,Santa Clara,3.89,4.04,4.09
LIVERMORE HIGH SCHOOL051425,LIVERMORE HIGH SCHOOL,Livermore,Alameda,4.02,4.12,4.17
LIVINGSTON HIGH SCHOOL051430,LIVINGSTON HIGH SCHOOL,Livingston,Merced,3.78,3.88,3.97
LOARA HIGH SCHOOL050084,LOARA HIGH SCHOOL,Anaheim,Orange,3.7,3.89,4
LODI HIGH SCHOOL051441,LODI HIGH SCHOOL,Lodi,San Joaquin,3.86,3.93,3.97
LOMPOC HIGH SCHOOL051455,LOMPOC HIGH SCHOOL,Lompoc,Santa Barbara,3.67,3.77,3.87
LONG BEACH POLYTECHNIC HS051480,LONG BEACH POLYTECHNIC HS,Long Beach,Los Angeles,3.93,4.05,4.1
LOS ALAMITOS HIGH SCHOOL051508,LOS ALAMITOS HIGH SCHOOL,Los Alamitos,Orange,3.93,4.01,4.06
LOS ALTOS HIGH SCHOOL051360,LOS ALTOS HIGH SCHOOL,Hacienda Heights,Los Angeles,3.63,3.8,3.85
LOS ALTOS HIGH SCHOOL051510,LOS ALTOS HIGH SCHOOL,Los Altos,Santa Clara,3.91,3.95,4.07
LOS AMIGOS HIGH SCHOOL050963,LOS AMIGOS HIGH SCHOOL,Fountain Valley,Orange,3.62,3.68,3.85
LOS ANGELES ACAD ARTS ENTRPRSE054387,LOS ANGELES ACAD ARTS ENTRPRSE,Los Angeles,Los Angeles,3.9,3.92,
LOS ANGELES CNTY HS FOR ARTS051677,LOS ANGELES CNTY HS FOR ARTS,Los Angeles,Los Angeles,3.83,3.96,4.02
LOS ANGELES HS OF THE ARTS054162,LOS ANGELES HS OF THE ARTS,Los Angeles,Los Angeles,3.71,3.76,3.89
LOS ANGELES LEADERSHIP ACAD HS051660,LOS ANGELES LEADERSHIP ACAD HS,Los Angeles,Los Angeles,3.53,3.81,3.78
LOS ANGELES SCH GLOBAL STUDIES054057,LOS ANGELES SCH GLOBAL STUDIES,Los Angeles,Los Angeles,3.83,3.96,3.95
LOS ANGELES SENIOR HIGH SCHOOL051680,LOS ANGELES SENIOR HIGH SCHOOL,Los Angeles,Los Angeles,3.58,3.72,3.95
LOS BANOS HIGH SCHOOL051845,LOS BANOS HIGH SCHOOL,Los Banos,Merced,3.54,3.63,3.65
LOS GATOS HIGH SCHOOL051855,LOS GATOS HIGH SCHOOL,Los Gatos,Santa Clara,3.95,4.05,4.12
LOS OSOS HIGH SCHOOL052987,LOS OSOS HIGH SCHOOL,Rancho Cucamonga,San Bernardino,3.91,4.01,4.05
LOWELL HIGH SCHOOL052970,LOWELL HIGH SCHOOL,San Francisco,San Francisco,3.97,4.05,4.08
LOWER LAKE HIGH SCHOOL051870,LOWER LAKE HIGH SCHOOL,Lower Lake,Lake,3.68,3.81,3.9
LPS OAKLAND R&D CAMPUS054704,LPS OAKLAND R&D CAMPUS,Oakland,Alameda,3.83,3.86,3.89
LUIS VALDEZ LEADERSHIP ACADEMY054818,LUIS VALDEZ LEADERSHIP ACADEMY,San Jose,Santa Clara,3.8,3.93,4.09
LUTHER BURBANK HIGH SCHOOL052719,LUTHER BURBANK HIGH SCHOOL,Sacramento,Sacramento,3.67,3.84,3.97
LYNBROOK HIGH SCHOOL053463,LYNBROOK HIGH SCHOOL,San Jose,Santa Clara,4.03,4.06,4.08
LYNWOOD HIGH SCHOOL051885,LYNWOOD HIGH SCHOOL,Lynwood,Los Angeles,3.54,3.79,4
MADERA HIGH SCHOOL051890,MADERA HIGH SCHOOL,Madera,Madera,3.72,3.78,3.82
MADERA SOUTH HIGH SCHOOL051874,MADERA SOUTH HIGH SCHOOL,Madera,Madera,3.69,3.83,3.98
MADISON PARK ACADEMY054768,MADISON PARK ACADEMY,Oakland,Alameda,3.7,3.83,3.99
MAGNOLIA HIGH SCHOOL050083,MAGNOLIA HIGH SCHOOL,Anaheim,Orange,3.65,3.85,3.91
MAGNOLIA SCI ACADEMY-SANTA ANA054474,MAGNOLIA SCI ACADEMY-SANTA ANA,Santa Ana,Orange,4.03,,
MAGNOLIA SCIENCE ACADEMY 2054475,MAGNOLIA SCIENCE ACADEMY 2,Van Nuys,Los Angeles,3.83,3.83,
MAGNOLIA SCIENCE ACADEMY 3054510,MAGNOLIA SCIENCE ACADEMY 3,Carson,Los Angeles,3.76,3.88,
MAGNOLIA SCIENCE ACADEMY 4054468,MAGNOLIA SCIENCE ACADEMY 4,Los Angeles,Los Angeles,3.42,,
MAGNOLIA SCIENCE ACADEMY053014,MAGNOLIA SCIENCE ACADEMY,Reseda,Los Angeles,3.66,3.82,
MAKING WAVES ACADEMY054553,MAKING WAVES ACADEMY,Richmond,Contra Costa,3.68,3.76,3.9
MALIBU HIGH SCHOOL051896,MALIBU HIGH SCHOOL,Malibu,Los Angeles,4.06,4.1,4.04
MAMMOTH HIGH SCHOOL051892,MAMMOTH HIGH SCHOOL,Mammoth Lakes,Mono,4.16,4.2,
MANTECA HIGH SCHOOL051900,MANTECA HIGH SCHOOL,Manteca,San Joaquin,3.89,3.9,3.97
MANUAL ARTS SENIOR HIGH SCHOOL051700,MANUAL ARTS SENIOR HIGH SCHOOL,Los Angeles,Los Angeles,3.57,3.72,3.88
MAR VISTA HIGH SCHOOL051242,MAR VISTA HIGH SCHOOL,Imperial Beach,San Diego,3.91,4.03,4.21
MARCO ANTONIO FIREBAUGH HS052039,MARCO ANTONIO FIREBAUGH HS,Lynwood,Los Angeles,3.63,3.86,4.01
MARIA CARRILLO HIGH SCHOOL053386,MARIA CARRILLO HIGH SCHOOL,Santa Rosa,Sonoma,3.89,3.97,3.99
MARINA HIGH SCHOOL051221,MARINA HIGH SCHOOL,Huntington Beach,Orange,3.88,4,4.08
MARINA HIGH SCHOOL051938,MARINA HIGH SCHOOL,Marina,Monterey,3.83,4,4.15
MARIPOSA COUNTY HIGH SCHOOL051910,MARIPOSA COUNTY HIGH SCHOOL,Mariposa,Mariposa,4.12,4.14,4.27
MARK KEPPEL HIGH SCHOOL050055,MARK KEPPEL HIGH SCHOOL,Alhambra,Los Angeles,3.79,3.88,3.92
MARTIN LUTHER KING HIGH SCHOOL052567,MARTIN LUTHER KING HIGH SCHOOL,Riverside,Riverside,3.78,3.96,4.04
MARYSVILLE CHARTER ACAD ARTS052409,MARYSVILLE CHARTER ACAD ARTS,Marysville,Yuba,4.05,4.17,4.21
MARYSVILLE HIGH SCHOOL051925,MARYSVILLE HIGH SCHOOL,Marysville,Yuba,4.02,4.17,
MATH AND SCIENCE COLLEGE PREP054767,MATH AND SCIENCE COLLEGE PREP,Los Angeles,Los Angeles,3.57,3.61,3.79
MATH SCI TECH MAGNT ACD AT RHS054436,MATH SCI TECH MAGNT ACD AT RHS,Los Angeles,Los Angeles,3.45,3.61,3.73
MAYFAIR HIGH SCHOOL051348,MAYFAIR HIGH SCHOOL,Lakewood,Los Angeles,3.76,3.97,4.09
MAYWOOD ACADEMY HIGH SCHOOL053998,MAYWOOD ACADEMY HIGH SCHOOL,Maywood,Los Angeles,3.57,3.67,3.74
MAYWOOD CTR ENRICHED STUDIES050551,MAYWOOD CTR ENRICHED STUDIES,Maywood,Los Angeles,3.66,3.89,
MCCLYMONDS HIGH SCHOOL052220,MCCLYMONDS HIGH SCHOOL,Oakland,Alameda,3.44,3.59,
MCFARLAND HIGH SCHOOL051945,MCFARLAND HIGH SCHOOL,Mcfarland,Kern,3.93,3.99,3.99
MCKINLEYVILLE HIGH SCHOOL051948,MCKINLEYVILLE HIGH SCHOOL,Mckinleyville,Humboldt,4.07,4.06,
MCLANE HIGH SCHOOL050977,MCLANE HIGH SCHOOL,Fresno,Fresno,3.97,4.17,
MENDOCINO HIGH SCHOOL051950,MENDOCINO HIGH SCHOOL,Mendocino,Mendocino,3.46,3.83,
MENDOTA HIGH SCHOOL051952,MENDOTA HIGH SCHOOL,Mendota,Fresno,3.67,3.75,3.93
MENLO ATHERTON HIGH SCHOOL050170,MENLO ATHERTON HIGH SCHOOL,Atherton,San Mateo,3.87,3.94,3.91
MERCED HIGH SCHOOL051963,MERCED HIGH SCHOOL,Merced,Merced,3.64,3.84,3.96
MERRILL F WEST HIGH SCHOOL053532,MERRILL F WEST HIGH SCHOOL,Tracy,San Joaquin,3.73,3.85,3.91
MERVYN M DYMALLY HIGH SCHOOL054627,MERVYN M DYMALLY HIGH SCHOOL,Los Angeles,Los Angeles,3.53,3.66,
MESA VERDE HIGH SCHOOL050587,MESA VERDE HIGH SCHOOL,Citrus Heights,Sacramento,3.83,3.89,
MET SACRAMENTO HIGH SCHOOL053916,MET SACRAMENTO HIGH SCHOOL,Sacramento,Sacramento,3.94,,
METWEST HIGH SCHOOL053009,METWEST HIGH SCHOOL,Oakland,Alameda,3.61,3.55,
MIDDLE COLLEGE HIGH SCHOOL051722,MIDDLE COLLEGE HIGH SCHOOL,Los Angeles,Los Angeles,3.6,3.68,3.73
MIDDLE COLLEGE HIGH SCHOOL052949,MIDDLE COLLEGE HIGH SCHOOL,San Bernardino,San Bernardino,3.78,3.93,4.05
MIDDLE COLLEGE HIGH SCHOOL053204,MIDDLE COLLEGE HIGH SCHOOL,San Pablo,Contra Costa,3.92,4.07,4.16
MIDDLE COLLEGE HIGH SCHOOL053258,MIDDLE COLLEGE HIGH SCHOOL,Santa Ana,Orange,3.78,3.88,4.02
MIDDLE COLLEGE HIGH SCHOOL053599,MIDDLE COLLEGE HIGH SCHOOL,Stockton,San Joaquin,3.96,4.04,4.12
MIDDLETOWN HIGH SCHOOL051970,MIDDLETOWN HIGH SCHOOL,Middletown,Lake,4.01,4.06,
MILLENNIUM HIGH SCHOOL054020,MILLENNIUM HIGH SCHOOL,Tracy,San Joaquin,3.76,3.9,3.77
MILLS HIGH SCHOOL051972,MILLS HIGH SCHOOL,Millbrae,San Mateo,3.78,3.87,3.91
MILPITAS HIGH SCHOOL051978,MILPITAS HIGH SCHOOL,Milpitas,Santa Clara,3.81,3.89,3.97
MINARETS CHARTER HIGH SCHOOL054625,MINARETS CHARTER HIGH SCHOOL,Oneals,Madera,4.06,4.06,
MINARETS HIGH SCHOOL054413,MINARETS HIGH SCHOOL,Oneals,Madera,3.98,,
MIRA COSTA HIGH SCHOOL051895,MIRA COSTA HIGH SCHOOL,Manhattan Beach,Los Angeles,3.89,4.01,4.04
MIRA LOMA HIGH SCHOOL052723,MIRA LOMA HIGH SCHOOL,Sacramento,Sacramento,3.9,3.92,3.92
MIRA MESA HIGH SCHOOL052858,MIRA MESA HIGH SCHOOL,San Diego,San Diego,3.94,4.09,4.19
MIRA MONTE HIGH SCHOOL054317,MIRA MONTE HIGH SCHOOL,Bakersfield,Kern,3.69,3.79,3.96
MIRAMONTE HIGH SCHOOL052282,MIRAMONTE HIGH SCHOOL,Orinda,Contra Costa,3.95,4.04,4.07
MISSION BAY HIGH052860,MISSION BAY HIGH,San Diego,San Diego,3.91,4.04,4.14
MISSION EARLY COLLEGE HIGH SCH050358,MISSION EARLY COLLEGE HIGH SCH,Santa Clara,Santa Clara,3.94,4.02,4.11
MISSION HILLS HIGH SCHOOL053868,MISSION HILLS HIGH SCHOOL,San Marcos,San Diego,3.83,3.99,4.11
MISSION OAK HIGH SCHOOL054248,MISSION OAK HIGH SCHOOL,Tulare,Tulare,3.72,3.93,3.94
MISSION SAN JOSE HIGH SCHOOL050970,MISSION SAN JOSE HIGH SCHOOL,Fremont,Alameda,3.82,3.87,3.91
MISSION SENIOR HIGH SCHOOL052980,MISSION SENIOR HIGH SCHOOL,San Francisco,San Francisco,3.67,3.81,3.91
MISSION VIEJO HIGH SCHOOL051981,MISSION VIEJO HIGH SCHOOL,Mission Viejo,Orange,3.86,4.03,4.1
MISSION VISTA HIGH SCHOOL054347,MISSION VISTA HIGH SCHOOL,Oceanside,San Diego,3.94,4.01,4.05
MIT (MARE ISLAND TECH) ACADEMY053833,MIT (MARE ISLAND TECH) ACADEMY,Vallejo,Solano,3.7,3.84,
MODESTO HIGH SCHOOL051985,MODESTO HIGH SCHOOL,Modesto,Stanislaus,3.68,3.81,3.82
MONACHE HIGH SCHOOL052513,MONACHE HIGH SCHOOL,Porterville,Tulare,3.61,3.8,3.95
MONROVIA HIGH SCHOOL052015,MONROVIA HIGH SCHOOL,Monrovia,Los Angeles,3.84,3.94,3.93
MONTA VISTA HIGH SCHOOL053466,MONTA VISTA HIGH SCHOOL,Cupertino,Santa Clara,3.88,3.92,3.96
MONTCLAIR HIGH SCHOOL052018,MONTCLAIR HIGH SCHOOL,Montclair,San Bernardino,3.62,3.74,3.95
MONTE VISTA HIGH SCHOOL050727,MONTE VISTA HIGH SCHOOL,Danville,Contra Costa,3.9,3.97,4.01
MONTE VISTA HIGH SCHOOL053416,MONTE VISTA HIGH SCHOOL,Spring Valley,San Diego,3.66,3.81,3.94
MONTEBELLO HIGH SCHOOL052029,MONTEBELLO HIGH SCHOOL,Montebello,Los Angeles,3.66,3.79,3.88
MONTEREY HIGH SCHOOL052050,MONTEREY HIGH SCHOOL,Monterey,Monterey,3.91,4.09,4.18
MONTEREY TRAIL HIGH SCHOOL050902,MONTEREY TRAIL HIGH SCHOOL,Elk Grove,Sacramento,3.8,3.95,4.03
MONTGOMERY HIGH SCHOOL051239,MONTGOMERY HIGH SCHOOL,San Diego,San Diego,3.72,3.9,4.02
MONTGOMERY HIGH SCHOOL053328,MONTGOMERY HIGH SCHOOL,Santa Rosa,Sonoma,3.78,3.9,3.96
MOORPARK HIGH SCHOOL052055,MOORPARK HIGH SCHOOL,Moorpark,Ventura,3.96,4.07,4.09
MORENO VALLEY HIGH SCHOOL053459,MORENO VALLEY HIGH SCHOOL,Moreno Valley,Riverside,3.63,3.82,3.92
MORNINGSIDE HIGH SCHOOL051262,MORNINGSIDE HIGH SCHOOL,Inglewood,Los Angeles,3.56,3.7,3.77
MORRO BAY HIGH SCHOOL052061,MORRO BAY HIGH SCHOOL,Morro Bay,San Luis Obispo,4.15,4.19,4.23
MORSE HIGH SCHOOL052881,MORSE HIGH SCHOOL,San Diego,San Diego,3.66,3.87,3.96
MOUNT DIABLO HIGH SCHOOL050660,MOUNT DIABLO HIGH SCHOOL,Concord,Contra Costa,3.74,3.97,4.17
MOUNT EDEN HIGH SCHOOL051153,MOUNT EDEN HIGH SCHOOL,Hayward,Alameda,3.77,3.95,4.07
MOUNT MIGUEL HIGH SCHOOL053417,MOUNT MIGUEL HIGH SCHOOL,Spring Valley,San Diego,3.68,3.92,3.99
MOUNT PLEASANT HIGH SCHOOL053094,MOUNT PLEASANT HIGH SCHOOL,San Jose,Santa Clara,3.66,3.75,3.91
MOUNT SHASTA HIGH SCHOOL052080,MOUNT SHASTA HIGH SCHOOL,Mount Shasta,Siskiyou,3.94,3.99,
MOUNT WHITNEY HIGH SCHOOL053670,MOUNT WHITNEY HIGH SCHOOL,Visalia,Tulare,3.81,3.86,3.99
MOUNTAIN EMPIRE HIGH SCHOOL050455,MOUNTAIN EMPIRE HIGH SCHOOL,Pine Valley,San Diego,3.91,4.14,
MOUNTAIN HOUSE HIGH SCHOOL054813,MOUNTAIN HOUSE HIGH SCHOOL,Mountain House,San Joaquin,3.61,3.74,3.82
MOUNTAIN VIEW HIGH SCHOOL050837,MOUNTAIN VIEW HIGH SCHOOL,El Monte,Los Angeles,3.54,3.84,3.96
MOUNTAIN VIEW HIGH SCHOOL052075,MOUNTAIN VIEW HIGH SCHOOL,Mountain View,Santa Clara,3.91,3.96,4
MT CARMEL HIGH SCHOOL052862,MT CARMEL HIGH SCHOOL,San Diego,San Diego,3.92,4,4.1
MT EVEREST ACADEMY052826,MT EVEREST ACADEMY,San Diego,San Diego,4.15,4.13,
MURRIETA MESA HIGH SCHOOL054357,MURRIETA MESA HIGH SCHOOL,Murrieta,Riverside,3.74,3.9,3.91
MURRIETA VALLEY HIGH SCHOOL052073,MURRIETA VALLEY HIGH SCHOOL,Murrieta,Riverside,3.71,3.82,3.87
NAPA HIGH SCHOOL052085,NAPA HIGH SCHOOL,Napa,Napa,3.82,3.93,3.93
NARBONNE HIGH SCHOOL051140,NARBONNE HIGH SCHOOL,Harbor City,Los Angeles,3.79,3.9,4.02
NATOMAS CHARTER SCHOOL PERFORM052803,NATOMAS CHARTER SCHOOL PERFORM,Sacramento,Sacramento,3.87,3.93,4.04
NATOMAS HIGH SCHOOL052782,NATOMAS HIGH SCHOOL,Sacramento,Sacramento,3.63,3.8,3.97
NATOMAS PACIFIC PATHWAYS PREP054095,NATOMAS PACIFIC PATHWAYS PREP,Sacramento,Sacramento,3.72,3.96,4.02
NAVA COLLEGE PREP ACADEMY054826,NAVA COLLEGE PREP ACADEMY,Los Angeles,Los Angeles,3.54,3.74,3.86
NEA COMMUNITY LEARNING CENTER054529,NEA COMMUNITY LEARNING CENTER,Alameda,Alameda,3.73,3.95,
NEVADA UNION HIGH SCHOOL051095,NEVADA UNION HIGH SCHOOL,Grass Valley,Nevada,4,4.04,4.07
NEW DESIGNS CHARTER SCH WATTS054498,NEW DESIGNS CHARTER SCH WATTS,Los Angeles,Los Angeles,3.8,3.85,
NEW DESIGNS CHARTER SCHOOL054025,NEW DESIGNS CHARTER SCHOOL,Los Angeles,Los Angeles,3.53,3.86,3.93
NEW MILLENNIUM SECONDARY SCHL050512,NEW MILLENNIUM SECONDARY SCHL,Gardena,Los Angeles,3.54,,
NEW OPEN WORLD ACADEMY054457,NEW OPEN WORLD ACADEMY,Los Angeles,Los Angeles,3.71,3.78,3.93
NEW TECHNOLOGY HIGH SCHOOL052102,NEW TECHNOLOGY HIGH SCHOOL,Napa,Napa,3.73,3.98,4.1
NEW VILLAGE GIRLS ACADEMY054165,NEW VILLAGE GIRLS ACADEMY,Los Angeles,Los Angeles,3.42,3.42,
NEW WEST CHARTER SCHOOL054663,NEW WEST CHARTER SCHOOL,Los Angeles,Los Angeles,3.87,4.01,3.99
NEWARK MEMORIAL HIGH SCHOOL052114,NEWARK MEMORIAL HIGH SCHOOL,Newark,Alameda,3.85,3.91,3.95
NEWBURY PARK HIGH SCHOOL052117,NEWBURY PARK HIGH SCHOOL,Newbury Park,Ventura,3.85,3.97,4.01
NEWPORT HARBOR HIGH SCHOOL052130,NEWPORT HARBOR HIGH SCHOOL,Newport Beach,Orange,3.88,3.97,3.99
NIPOMO HIGH SCHOOL052211,NIPOMO HIGH SCHOOL,Nipomo,San Luis Obispo,4.02,4.08,4.22
NOGALES HIGH SCHOOL051357,NOGALES HIGH SCHOOL,La Puente,Los Angeles,3.63,3.79,3.98
NORCO HIGH SCHOOL052129,NORCO HIGH SCHOOL,Norco,Riverside,3.86,3.95,3.93
NORDHOFF HIGH SCHOOL052260,NORDHOFF HIGH SCHOOL,Ojai,Ventura,3.87,4.06,4.04
NORTE VISTA SENIOR HIGH SCHOOL052664,NORTE VISTA SENIOR HIGH SCHOOL,Riverside,Riverside,3.51,3.74,3.85
NORTH HIGH SCHOOL050220,NORTH HIGH SCHOOL,Bakersfield,Kern,3.73,3.79,3.87
NORTH HIGH SCHOOL053520,NORTH HIGH SCHOOL,Torrance,Los Angeles,3.78,3.92,3.99
NORTH HOLLYWOOD HIGH SCHOOL052145,NORTH HOLLYWOOD HIGH SCHOOL,North Hollywood,Los Angeles,3.88,4.02,4.11
NORTH MONTEREY COUNTY HS050489,NORTH MONTEREY COUNTY HS,Castroville,Monterey,3.88,3.94,4.11
NORTH SALINAS HIGH SCHOOL052746,NORTH SALINAS HIGH SCHOOL,Salinas,Monterey,3.84,4.01,4.11
NORTH TAHOE HIGH SCHOOL053537,NORTH TAHOE HIGH SCHOOL,Tahoe City,Placer,4.08,4.14,4.08
NORTH VALLEY MILITARY INST053969,NORTH VALLEY MILITARY INST,Sun Valley,Los Angeles,2.84,3.61,
NORTHCOAST PREP & PERF ARTS A053609,NORTHCOAST PREP & PERF ARTS A,Arcata,Humboldt,4.02,4.06,4.01
NORTHGATE HIGH SCHOOL050666,NORTHGATE HIGH SCHOOL,Walnut Creek,Contra Costa,3.95,4.03,4.07
NORTHRIDGE ACADEMY HIGH SCHOOL053879,NORTHRIDGE ACADEMY HIGH SCHOOL,Northridge,Los Angeles,3.75,3.96,4.04
NORTHVIEW HIGH SCHOOL050703,NORTHVIEW HIGH SCHOOL,Covina,Los Angeles,3.66,3.95,4.07
NORTHWOOD HIGH SCHOOL051283,NORTHWOOD HIGH SCHOOL,Irvine,Orange,3.84,3.93,3.98
NORWALK HIGH SCHOOL052167,NORWALK HIGH SCHOOL,Norwalk,Los Angeles,3.71,3.88,3.98
NOVA ACADEMY EARLY COLLEGE HS054104,NOVA ACADEMY EARLY COLLEGE HS,Santa Ana,Orange,3.65,3.94,4.08
NOVA ACADEMY-COACHELLA054608,NOVA ACADEMY-COACHELLA,Coachella,Riverside,3.67,3.89,
NOVATO HIGH SCHOOL052170,NOVATO HIGH SCHOOL,Novato,Marin,3.86,4.04,4.08
NUVIEW BRIDGE EARLY COLLEGE HS052214,NUVIEW BRIDGE EARLY COLLEGE HS,Nuevo,Riverside,3.61,3.86,3.95
OAK GROVE HIGH SCHOOL053099,OAK GROVE HIGH SCHOOL,San Jose,Santa Clara,3.87,3.97,4.06
OAK HILLS HIGH SCHOOL054316,OAK HILLS HIGH SCHOOL,Oak Hills,San Bernardino,3.82,3.97,4.06
OAK PARK HIGH SCHOOL050006,OAK PARK HIGH SCHOOL,Oak Park,Ventura,3.96,4.02,4.04
OAK PARK INDEPENDENT SCH053876,OAK PARK INDEPENDENT SCH,Oak Park,Ventura,3.95,,
OAK RIDGE HIGH SCHOOL050818,OAK RIDGE HIGH SCHOOL,El Dorado Hills,El Dorado,3.92,4.05,4.11
OAKDALE HIGH SCHOOL052175,OAKDALE HIGH SCHOOL,Oakdale,Stanislaus,3.81,3.86,3.83
OAKLAND CHARTER HIGH SCHOOL054303,OAKLAND CHARTER HIGH SCHOOL,Oakland,Alameda,3.83,4.04,4.16
OAKLAND HIGH SCHOOL052225,OAKLAND HIGH SCHOOL,Oakland,Alameda,3.83,3.94,4.05
OAKLAND INTERNATIONAL HIGH SCH054232,OAKLAND INTERNATIONAL HIGH SCH,Oakland,Alameda,3.78,3.92,3.95
OAKLAND MILITARY INST COL PREP053972,OAKLAND MILITARY INST COL PREP,Oakland,Alameda,3.87,4,4.21
OAKLAND SCHOOL FOR THE ARTS052410,OAKLAND SCHOOL FOR THE ARTS,Oakland,Alameda,3.89,4.06,4.13
OAKLAND TECHNICAL HIGH SCHOOL052240,OAKLAND TECHNICAL HIGH SCHOOL,Oakland,Alameda,3.73,3.89,3.96
OAKLAND UNITY HIGH SCHOOL052484,OAKLAND UNITY HIGH SCHOOL,Oakland,Alameda,3.53,3.8,4.11
OAKMONT HIGH SCHOOL052688,OAKMONT HIGH SCHOOL,Roseville,Placer,3.88,4.02,4.02
OCEAN VIEW HIGH SCHOOL051224,OCEAN VIEW HIGH SCHOOL,Huntington Beach,Orange,3.92,4,4.11
OCEANA HIGH SCHOOL052308,OCEANA HIGH SCHOOL,Pacifica,San Mateo,3.83,3.99,3.98
OCEANSIDE HIGH SCHOOL052249,OCEANSIDE HIGH SCHOOL,Oceanside,San Diego,3.76,3.81,3.87
OFARRELL CHARTER SCHOOL054629,OFARRELL CHARTER SCHOOL,San Diego,San Diego,3.74,3.89,3.96
OLYMPIAN HIGH SCHOOL054072,OLYMPIAN HIGH SCHOOL,Chula Vista,San Diego,3.93,4.1,4.15
ONTARIO HIGH SCHOOL052274,ONTARIO HIGH SCHOOL,Ontario,San Bernardino,3.66,3.89,3.98
OPPORTUNITIES LRN-BALDWIN PARK051518,OPPORTUNITIES LRN-BALDWIN PARK,Irwindale,Los Angeles,3.38,3.62,3.73
OPTIONS FOR YOUTH - ACTON051237,OPTIONS FOR YOUTH - ACTON,Fontana,San Bernardino,3.33,3.47,
OPTIONS FOR YOUTH SAN BRNRDINO054453,OPTIONS FOR YOUTH SAN BRNRDINO,San Bernardino,San Bernardino,3.52,,
OPTIONS FOR YOUTH SAN GABRIEL052432,OPTIONS FOR YOUTH SAN GABRIEL,San Gabriel,Los Angeles,3.77,,
OPTIONS FOR YOUTH SAN JUAN052427,OPTIONS FOR YOUTH SAN JUAN,Carmichael,Sacramento,3.26,,
OPTIONS FOR YOUTH VICTOR VALLY052429,OPTIONS FOR YOUTH VICTOR VALLY,Victorville,San Bernardino,3.43,,
ORANGE COUNTY HS OF THE ARTS053266,ORANGE COUNTY HS OF THE ARTS,Santa Ana,Orange,3.92,4.01,4
ORANGE COVE HIGH SCHOOL053976,ORANGE COVE HIGH SCHOOL,Orange Cove,Fresno,3.8,3.85,
