Calculation1,School,City,County/State/ Territory,Count,All,Female,Male,Unknown
CORONA DEL SOL HIGH SCHOOL30431,CORONA DEL SOL HIGH SCHOOL,Tempe,AZ,Adm,6,,4,
CORONADO HIGH SCHOOL290069,CORONADO HIGH SCHOOL,Henderson,NV,App,47,29,18,
CORONADO HIGH SCHOOL290069,CORONADO HIGH SCHOOL,Henderson,NV,Adm,33,23,10,
CORONADO HIGH SCHOOL290069,CORONADO HIGH SCHOOL,Henderson,NV,Enr,6,4,,
CORONADO HIGH SCHOOL442212,CORONADO HIGH SCHOOL,El Paso,TX,App,13,10,,
CORONADO HIGH SCHOOL442212,CORONADO HIGH SCHOOL,El Paso,TX,Adm,9,6,3,
CORVALLIS HIGH SCHOOL380210,CORVALLIS HIGH SCHOOL,Corvallis,OR,App,14,7,6,
CORVALLIS HIGH SCHOOL380210,CORVALLIS HIGH SCHOOL,Corvallis,OR,Adm,11,5,5,
CORVALLIS HIGH SCHOOL380210,CORVALLIS HIGH SCHOOL,Corvallis,OR,Enr,4,,,
COTTER HIGH SCHOOL242720,COTTER HIGH SCHOOL,Winona,MN,App,9,5,,
COTTER HIGH SCHOOL242720,COTTER HIGH SCHOOL,Winona,MN,Adm,7,4,3,
COTTER HIGH SCHOOL242720,COTTER HIGH SCHOOL,Winona,MN,Enr,3,,,
COUNCIL ROCK HIGH SCHOOL NORTH392985,COUNCIL ROCK HIGH SCHOOL NORTH,Newtown,PA,App,15,10,5,
COUNCIL ROCK HIGH SCHOOL NORTH392985,COUNCIL ROCK HIGH SCHOOL NORTH,Newtown,PA,Adm,11,8,3,
COUNCIL ROCK HIGH SCHOOL NORTH392985,COUNCIL ROCK HIGH SCHOOL NORTH,Newtown,PA,Enr,3,,,
COVENANT SCHOOL470433,COVENANT SCHOOL,Charlottesville,VA,App,5,,,
COVENANT SCHOOL470433,COVENANT SCHOOL,Charlottesville,VA,Adm,5,,3,
COVENANT SCHOOL470433,COVENANT SCHOOL,Charlottesville,VA,Enr,4,,3,
CRANBROOK KINGSWOOD SCHOOL230355,CRANBROOK KINGSWOOD SCHOOL,Bloomfield Hills,MI,App,39,20,19,
CRANBROOK KINGSWOOD SCHOOL230355,CRANBROOK KINGSWOOD SCHOOL,Bloomfield Hills,MI,Adm,22,11,11,
CRENSHAW SCHOOL - GEORGIA110317,CRENSHAW SCHOOL - GEORGIA,Buena Vista,GA,Adm,3,,,
CRENSHAW SCHOOL - GEORGIA110317,CRENSHAW SCHOOL - GEORGIA,Buena Vista,GA,Enr,3,,,
CRESCENT VALLEY HIGH SCHOOL380211,CRESCENT VALLEY HIGH SCHOOL,Corvallis,OR,App,22,9,13,
CRESCENT VALLEY HIGH SCHOOL380211,CRESCENT VALLEY HIGH SCHOOL,Corvallis,OR,Adm,18,8,10,
CRESCENT VALLEY HIGH SCHOOL380211,CRESCENT VALLEY HIGH SCHOOL,Corvallis,OR,Enr,3,,3,
CRETIN-DERHAM HALL242245,CRETIN-DERHAM HALL,St Paul,MN,App,8,,6,
CRETIN-DERHAM HALL242245,CRETIN-DERHAM HALL,St Paul,MN,Adm,4,,3,
CROTON-HARMON HIGH SCHOOL331550,CROTON-HARMON HIGH SCHOOL,Croton On Hudson,NY,App,8,8,,
CROTON-HARMON HIGH SCHOOL331550,CROTON-HARMON HIGH SCHOOL,Croton On Hudson,NY,Adm,6,6,,
CULVER ACADEMIES150695,CULVER ACADEMIES,Culver,IN,App,38,11,27,
CULVER ACADEMIES150695,CULVER ACADEMIES,Culver,IN,Adm,23,7,16,
CULVER ACADEMIES150695,CULVER ACADEMIES,Culver,IN,Enr,5,,3,
CUSHING ACADEMY220050,CUSHING ACADEMY,Ashburnham,MA,App,25,15,10,
CUSHING ACADEMY220050,CUSHING ACADEMY,Ashburnham,MA,Adm,17,10,7,
CUSHING ACADEMY220050,CUSHING ACADEMY,Ashburnham,MA,Enr,5,4,,
CYPRESS BAY HIGH SCHOOL101842,CYPRESS BAY HIGH SCHOOL,Weston,FL,App,32,18,14,
CYPRESS BAY HIGH SCHOOL101842,CYPRESS BAY HIGH SCHOOL,Weston,FL,Adm,18,6,12,
CYPRESS CREEK HIGH SCHOOL101248,CYPRESS CREEK HIGH SCHOOL,Orlando,FL,App,10,5,5,
CYPRESS CREEK HIGH SCHOOL101248,CYPRESS CREEK HIGH SCHOOL,Orlando,FL,Adm,8,4,4,
CYPRESS RANCH HIGH SCHOOL441689,CYPRESS RANCH HIGH SCHOOL,Cypress,TX,App,7,,,
CYPRESS RANCH HIGH SCHOOL441689,CYPRESS RANCH HIGH SCHOOL,Cypress,TX,Adm,5,3,,
CYPRESS WOODS HIGH SCHOOL443302,CYPRESS WOODS HIGH SCHOOL,Cypress,TX,App,15,7,8,
CYPRESS WOODS HIGH SCHOOL443302,CYPRESS WOODS HIGH SCHOOL,Cypress,TX,Adm,7,5,,
D'EVELYN JUNIOR SENIOR HS60671,D'EVELYN JUNIOR SENIOR HS,Denver,CO,App,11,9,,
D'EVELYN JUNIOR SENIOR HS60671,D'EVELYN JUNIOR SENIOR HS,Denver,CO,Adm,9,8,,
DANA HALL SCHOOL222275,DANA HALL SCHOOL,Wellesley,MA,App,8,7,,
DANA HALL SCHOOL222275,DANA HALL SCHOOL,Wellesley,MA,Adm,5,4,,
DARIEN HIGH SCHOOL70145,DARIEN HIGH SCHOOL,Darien,CT,App,26,17,9,
DARIEN HIGH SCHOOL70145,DARIEN HIGH SCHOOL,Darien,CT,Adm,15,11,4,
DARIEN HIGH SCHOOL70145,DARIEN HIGH SCHOOL,Darien,CT,Enr,6,4,,
DARLINGTON SCHOOL112585,DARLINGTON SCHOOL,Rome,GA,App,9,,5,
DARLINGTON SCHOOL112585,DARLINGTON SCHOOL,Rome,GA,Adm,9,4,5,
DAVID DOUGLAS HIGH SCHOOL380865,DAVID DOUGLAS HIGH SCHOOL,Portland,OR,App,14,10,,
DAVID DOUGLAS HIGH SCHOOL380865,DAVID DOUGLAS HIGH SCHOOL,Portland,OR,Adm,11,7,4,
DAVID H HICKMAN HIGH SCHOOL260720,DAVID H HICKMAN HIGH SCHOOL,Columbia,MO,Adm,3,,,
DAVIDSON ACADEMY290207,DAVIDSON ACADEMY,Reno,NV,App,9,,7,
DAVIDSON ACADEMY290207,DAVIDSON ACADEMY,Reno,NV,Adm,6,,5,
DAVIDSON ACADEMY431653,DAVIDSON ACADEMY,Nashville,TN,App,5,,,
DAVIDSON ACADEMY431653,DAVIDSON ACADEMY,Nashville,TN,Adm,5,,3,
DEDHAM HIGH SCHOOL220675,DEDHAM HIGH SCHOOL,Dedham,MA,Adm,3,,,
DEEP RUN HIGH SCHOOL470952,DEEP RUN HIGH SCHOOL,Glen Allen,VA,App,7,5,,
DEEP RUN HIGH SCHOOL470952,DEEP RUN HIGH SCHOOL,Glen Allen,VA,Adm,4,4,,
DEERFIELD ACADEMY220685,DEERFIELD ACADEMY,Deerfield,MA,App,35,18,17,
DEERFIELD ACADEMY220685,DEERFIELD ACADEMY,Deerfield,MA,Adm,22,13,9,
DEERFIELD HIGH SCHOOL141570,DEERFIELD HIGH SCHOOL,Deerfield,IL,App,20,15,5,
DEERFIELD HIGH SCHOOL141570,DEERFIELD HIGH SCHOOL,Deerfield,IL,Adm,12,10,,
DEERFIELD HIGH SCHOOL141570,DEERFIELD HIGH SCHOOL,Deerfield,IL,Enr,3,,,
DELAWARE COUNTY CHRISTIAN SCH392998,DELAWARE COUNTY CHRISTIAN SCH,Newtown Square,PA,App,5,,,
DELAWARE COUNTY CHRISTIAN SCH392998,DELAWARE COUNTY CHRISTIAN SCH,Newtown Square,PA,Adm,3,,,
DENMARK HIGH SCHOOL111000,DENMARK HIGH SCHOOL,Alpharetta,GA,App,5,,,
DENVER SCHOOL OF THE ARTS60443,DENVER SCHOOL OF THE ARTS,Denver,CO,App,16,9,7,
DENVER SCHOOL OF THE ARTS60443,DENVER SCHOOL OF THE ARTS,Denver,CO,Adm,12,7,5,
DENVER SCHOOL OF THE ARTS60443,DENVER SCHOOL OF THE ARTS,Denver,CO,Enr,3,,,
DERRYFIELD SCHOOL THE300358,DERRYFIELD SCHOOL THE,Manchester,NH,Adm,3,,3,
DESERT MOUNTAIN HIGH SCHOOL30396,DESERT MOUNTAIN HIGH SCHOOL,Scottsdale,AZ,App,26,21,5,
DESERT MOUNTAIN HIGH SCHOOL30396,DESERT MOUNTAIN HIGH SCHOOL,Scottsdale,AZ,Adm,20,17,3,
DESERT OASIS HIGH SCHOOL290219,DESERT OASIS HIGH SCHOOL,Las Vegas,NV,App,10,6,,
DESERT OASIS HIGH SCHOOL290219,DESERT OASIS HIGH SCHOOL,Las Vegas,NV,Adm,6,3,3,
DESERT RIDGE HIGH SCHOOL30424,DESERT RIDGE HIGH SCHOOL,Mesa,AZ,App,6,,,
DESERT RIDGE HIGH SCHOOL30424,DESERT RIDGE HIGH SCHOOL,Mesa,AZ,Adm,5,,3,
DESERT RIDGE HIGH SCHOOL30424,DESERT RIDGE HIGH SCHOOL,Mesa,AZ,Enr,3,,3,
DESERT VISTA HIGH SCHOOL30328,DESERT VISTA HIGH SCHOOL,Phoenix,AZ,App,35,25,10,
DESERT VISTA HIGH SCHOOL30328,DESERT VISTA HIGH SCHOOL,Phoenix,AZ,Adm,24,19,5,
DESERT VISTA HIGH SCHOOL30328,DESERT VISTA HIGH SCHOOL,Phoenix,AZ,Enr,5,3,,
DETROIT COUNTRY DAY SCHOOL230330,DETROIT COUNTRY DAY SCHOOL,Beverly Hills,MI,App,18,8,10,
DETROIT COUNTRY DAY SCHOOL230330,DETROIT COUNTRY DAY SCHOOL,Beverly Hills,MI,Adm,8,5,3,
DISCOVERY CANYON CAMPUS HS60244,DISCOVERY CANYON CAMPUS HS,Colorado Springs,CO,App,9,,5,
DISCOVERY CANYON CAMPUS HS60244,DISCOVERY CANYON CAMPUS HS,Colorado Springs,CO,Adm,6,,4,
DISCOVERY CANYON CAMPUS HS60244,DISCOVERY CANYON CAMPUS HS,Colorado Springs,CO,Enr,3,,,
DOCK MENNONITE ACADEMY392149,DOCK MENNONITE ACADEMY,Lansdale,PA,App,14,7,7,
DOCK MENNONITE ACADEMY392149,DOCK MENNONITE ACADEMY,Lansdale,PA,Adm,13,7,6,
DOCK MENNONITE ACADEMY392149,DOCK MENNONITE ACADEMY,Lansdale,PA,Enr,6,,4,
DONOVAN CATHOLIC311463,DONOVAN CATHOLIC,Toms River,NJ,App,7,6,,
DONOVAN CATHOLIC311463,DONOVAN CATHOLIC,Toms River,NJ,Adm,7,6,,
DOUGLAS HIGH SCHOOL290075,DOUGLAS HIGH SCHOOL,Minden,NV,App,12,8,,
DOUGLAS HIGH SCHOOL290075,DOUGLAS HIGH SCHOOL,Minden,NV,Adm,11,7,4,
DOUGLAS HIGH SCHOOL290075,DOUGLAS HIGH SCHOOL,Minden,NV,Enr,3,,3,
DOVER-SHERBORN HIGH SCHOOL220695,DOVER-SHERBORN HIGH SCHOOL,Dover,MA,App,10,,6,
DOVER-SHERBORN HIGH SCHOOL220695,DOVER-SHERBORN HIGH SCHOOL,Dover,MA,Adm,6,,5,
DOVER-SHERBORN HIGH SCHOOL220695,DOVER-SHERBORN HIGH SCHOOL,Dover,MA,Enr,3,,3,
DOWLING CATHOLIC HIGH SCHOOL161190,DOWLING CATHOLIC HIGH SCHOOL,West Des Moines,IA,App,5,,,
DOWLING CATHOLIC HIGH SCHOOL161190,DOWLING CATHOLIC HIGH SCHOOL,West Des Moines,IA,Adm,3,,,
DOWNINGTOWN STEM ACADEMY391036,DOWNINGTOWN STEM ACADEMY,Downingtown,PA,App,17,5,12,
DOWNINGTOWN STEM ACADEMY391036,DOWNINGTOWN STEM ACADEMY,Downingtown,PA,Adm,8,3,5,
DOWNINGTOWN STEM ACADEMY391036,DOWNINGTOWN STEM ACADEMY,Downingtown,PA,Enr,3,,,
DR JUSTIN WAKELAND HS442602,DR JUSTIN WAKELAND HS,Frisco,TX,App,16,10,5,
DR JUSTIN WAKELAND HS442602,DR JUSTIN WAKELAND HS,Frisco,TX,Adm,12,8,4,
DR PHILLIPS HIGH SCHOOL101279,DR PHILLIPS HIGH SCHOOL,Orlando,FL,App,5,,,
DR PHILLIPS HIGH SCHOOL101279,DR PHILLIPS HIGH SCHOOL,Orlando,FL,Adm,3,,,
DR RONALD E MCNAIR ACADEMIC HS310612,DR RONALD E MCNAIR ACADEMIC HS,Jersey City,NJ,App,8,6,,
DR RONALD E MCNAIR ACADEMIC HS310612,DR RONALD E MCNAIR ACADEMIC HS,Jersey City,NJ,Adm,6,5,,
DUBLIN COFFMAN HIGH SCHOOL361995,DUBLIN COFFMAN HIGH SCHOOL,Dublin,OH,App,11,,7,
DUBLIN COFFMAN HIGH SCHOOL361995,DUBLIN COFFMAN HIGH SCHOOL,Dublin,OH,Adm,4,,,
DUBLIN JEROME HIGH SCHOOL365076,DUBLIN JEROME HIGH SCHOOL,Dublin,OH,App,22,15,7,
DUBLIN JEROME HIGH SCHOOL365076,DUBLIN JEROME HIGH SCHOOL,Dublin,OH,Adm,14,10,4,
DUBLIN SCHOOL300145,DUBLIN SCHOOL,Dublin,NH,Adm,3,,,
DULANEY HIGH210730,DULANEY HIGH,Timonium,MD,App,11,6,5,
DULANEY HIGH210730,DULANEY HIGH,Timonium,MD,Adm,6,4,,
DULANEY HIGH210730,DULANEY HIGH,Timonium,MD,Enr,4,,,
DULLES HIGH SCHOOL446785,DULLES HIGH SCHOOL,Sugar Land,TX,App,30,16,12,
DULLES HIGH SCHOOL446785,DULLES HIGH SCHOOL,Sugar Land,TX,Adm,20,10,8,
DULLES HIGH SCHOOL446785,DULLES HIGH SCHOOL,Sugar Land,TX,Enr,5,3,,
DUXBURY HIGH SCHOOL220700,DUXBURY HIGH SCHOOL,Duxbury,MA,App,6,,,
DUXBURY HIGH SCHOOL220700,DUXBURY HIGH SCHOOL,Duxbury,MA,Adm,4,3,,
DWIGHT SCHOOL THE333605,DWIGHT SCHOOL THE,New York,NY,App,10,,6,
DWIGHT SCHOOL THE333605,DWIGHT SCHOOL THE,New York,NY,Adm,8,4,4,
DWIGHT SCHOOL THE333605,DWIGHT SCHOOL THE,New York,NY,Enr,3,,3,
DWIGHT-ENGLEWOOD SCHOOL310355,DWIGHT-ENGLEWOOD SCHOOL,Englewood,NJ,App,13,5,8,
DWIGHT-ENGLEWOOD SCHOOL310355,DWIGHT-ENGLEWOOD SCHOOL,Englewood,NJ,Adm,9,3,6,
EAGAN HIGH SCHOOL242121,EAGAN HIGH SCHOOL,Eagan,MN,App,6,5,,
EAGAN HIGH SCHOOL242121,EAGAN HIGH SCHOOL,Eagan,MN,Adm,4,3,,
EAGLE HIGH SCHOOL130177,EAGLE HIGH SCHOOL,Eagle,ID,App,11,8,,
EAGLE HIGH SCHOOL130177,EAGLE HIGH SCHOOL,Eagle,ID,Adm,9,7,,
EAGLECREST HIGH SCHOOL60066,EAGLECREST HIGH SCHOOL,Centennial,CO,App,8,,5,
EAGLECREST HIGH SCHOOL60066,EAGLECREST HIGH SCHOOL,Centennial,CO,Adm,4,,3,
EAGLES LANDING CHRISTIAN ACAD112046,EAGLES LANDING CHRISTIAN ACAD,Mcdonough,GA,App,8,5,,
EAGLES LANDING CHRISTIAN ACAD112046,EAGLES LANDING CHRISTIAN ACAD,Mcdonough,GA,Adm,8,5,3,
EAST BRUNSWICK HIGH SCHOOL310283,EAST BRUNSWICK HIGH SCHOOL,East Brunswick,NJ,App,29,13,16,
EAST BRUNSWICK HIGH SCHOOL310283,EAST BRUNSWICK HIGH SCHOOL,East Brunswick,NJ,Adm,16,10,6,
EAST BRUNSWICK HIGH SCHOOL310283,EAST BRUNSWICK HIGH SCHOOL,East Brunswick,NJ,Enr,3,,,
EAST CATHOLIC HIGH SCHOOL70373,EAST CATHOLIC HIGH SCHOOL,Manchester,CT,App,6,,,
EAST CATHOLIC HIGH SCHOOL70373,EAST CATHOLIC HIGH SCHOOL,Manchester,CT,Adm,5,3,,
EAST CHAPEL HILL HIGH SCHOOL340646,EAST CHAPEL HILL HIGH SCHOOL,Chapel Hill,NC,App,27,12,15,
EAST CHAPEL HILL HIGH SCHOOL340646,EAST CHAPEL HILL HIGH SCHOOL,Chapel Hill,NC,Adm,19,10,9,
EAST CHAPEL HILL HIGH SCHOOL340646,EAST CHAPEL HILL HIGH SCHOOL,Chapel Hill,NC,Enr,4,,,
EAST GRAND RAPIDS HIGH SCHOOL231705,EAST GRAND RAPIDS HIGH SCHOOL,Grand Rapids,MI,App,9,7,,
EAST GRAND RAPIDS HIGH SCHOOL231705,EAST GRAND RAPIDS HIGH SCHOOL,Grand Rapids,MI,Adm,5,4,,
EAST HIGH SCHOOL60400,EAST HIGH SCHOOL,Denver,CO,App,61,36,25,
EAST HIGH SCHOOL60400,EAST HIGH SCHOOL,Denver,CO,Adm,40,23,17,
EAST HIGH SCHOOL60400,EAST HIGH SCHOOL,Denver,CO,Enr,7,4,3,
EAST HIGH SCHOOL510061,EAST HIGH SCHOOL,Cheyenne,WY,Adm,3,3,,
EAST LANSING HIGH SCHOOL231300,EAST LANSING HIGH SCHOOL,East Lansing,MI,App,7,5,,
EAST LANSING HIGH SCHOOL231300,EAST LANSING HIGH SCHOOL,East Lansing,MI,Adm,6,5,,
EAST MEADOW HIGH SCHOOL331715,EAST MEADOW HIGH SCHOOL,East Meadow,NY,App,9,,6,
EAST MEADOW HIGH SCHOOL331715,EAST MEADOW HIGH SCHOOL,East Meadow,NY,Adm,6,,4,
EAST MEADOW HIGH SCHOOL331715,EAST MEADOW HIGH SCHOOL,East Meadow,NY,Enr,3,,,
EAST RIDGE HIGH SCHOOL242738,EAST RIDGE HIGH SCHOOL,Woodbury,MN,App,17,10,6,
EAST RIDGE HIGH SCHOOL242738,EAST RIDGE HIGH SCHOOL,Woodbury,MN,Adm,10,6,3,
EAST RIDGE HIGH SCHOOL242738,EAST RIDGE HIGH SCHOOL,Woodbury,MN,Enr,3,,,
EASTERN CHRISTIAN HIGH SCHOOL311110,EASTERN CHRISTIAN HIGH SCHOOL,North Haledon,NJ,App,6,,,
EASTERN CHRISTIAN HIGH SCHOOL311110,EASTERN CHRISTIAN HIGH SCHOOL,North Haledon,NJ,Adm,5,,3,
EASTLAKE HIGH SCHOOL480548,EASTLAKE HIGH SCHOOL,Sammamish,WA,App,77,47,30,
EASTLAKE HIGH SCHOOL480548,EASTLAKE HIGH SCHOOL,Sammamish,WA,Adm,67,41,26,
EASTLAKE HIGH SCHOOL480548,EASTLAKE HIGH SCHOOL,Sammamish,WA,Enr,10,5,5,
EASTSIDE CATHOLIC HIGH SCHOOL480067,EASTSIDE CATHOLIC HIGH SCHOOL,Sammamish,WA,App,29,14,15,
EASTSIDE CATHOLIC HIGH SCHOOL480067,EASTSIDE CATHOLIC HIGH SCHOOL,Sammamish,WA,Adm,20,10,10,
EASTSIDE CATHOLIC HIGH SCHOOL480067,EASTSIDE CATHOLIC HIGH SCHOOL,Sammamish,WA,Enr,5,3,,
EASTSIDE HIGH SCHOOL100544,EASTSIDE HIGH SCHOOL,Gainesville,FL,App,11,9,,
EASTSIDE HIGH SCHOOL100544,EASTSIDE HIGH SCHOOL,Gainesville,FL,Adm,4,3,,
EASTSIDE PREPARATORY SCHOOL480564,EASTSIDE PREPARATORY SCHOOL,Kirkland,WA,App,17,9,8,
EASTSIDE PREPARATORY SCHOOL480564,EASTSIDE PREPARATORY SCHOOL,Kirkland,WA,Adm,15,8,7,
EASTSIDE PREPARATORY SCHOOL480564,EASTSIDE PREPARATORY SCHOOL,Kirkland,WA,Enr,4,3,,
EASTVIEW HIGH SCHOOL242123,EASTVIEW HIGH SCHOOL,Apple Valley,MN,App,10,5,5,
EASTVIEW HIGH SCHOOL242123,EASTVIEW HIGH SCHOOL,Apple Valley,MN,Adm,7,3,4,
ED W CLARK HIGH SCHOOL290097,ED W CLARK HIGH SCHOOL,Las Vegas,NV,App,44,28,16,
ED W CLARK HIGH SCHOOL290097,ED W CLARK HIGH SCHOOL,Las Vegas,NV,Adm,34,20,14,
ED W CLARK HIGH SCHOOL290097,ED W CLARK HIGH SCHOOL,Las Vegas,NV,Enr,8,7,,
EDEN PRAIRIE HIGH SCHOOL241150,EDEN PRAIRIE HIGH SCHOOL,Eden Prairie,MN,App,19,9,10,
EDEN PRAIRIE HIGH SCHOOL241150,EDEN PRAIRIE HIGH SCHOOL,Eden Prairie,MN,Adm,14,9,5,
EDEN PRAIRIE HIGH SCHOOL241150,EDEN PRAIRIE HIGH SCHOOL,Eden Prairie,MN,Enr,4,3,,
EDGEMONT HIGH SCHOOL335085,EDGEMONT HIGH SCHOOL,Scarsdale,NY,App,18,8,9,
EDGEMONT HIGH SCHOOL335085,EDGEMONT HIGH SCHOOL,Scarsdale,NY,Adm,8,3,5,
EDGEWOOD HIGH SCHOOL501155,EDGEWOOD HIGH SCHOOL,Madison,WI,App,7,6,,
EDGEWOOD HIGH SCHOOL501155,EDGEWOOD HIGH SCHOOL,Madison,WI,Adm,6,6,,
EDINA HIGH SCHOOL240708,EDINA HIGH SCHOOL,Edina,MN,App,52,32,20,
EDINA HIGH SCHOOL240708,EDINA HIGH SCHOOL,Edina,MN,Adm,36,22,14,
EDINA HIGH SCHOOL240708,EDINA HIGH SCHOOL,Edina,MN,Enr,9,4,5,
EDMOND NORTH HIGH SCHOOL371186,EDMOND NORTH HIGH SCHOOL,Edmond,OK,App,7,5,,
EDMOND NORTH HIGH SCHOOL371186,EDMOND NORTH HIGH SCHOOL,Edmond,OK,Adm,7,5,,
EDMOND SANTA FE HIGH SCHOOL371188,EDMOND SANTA FE HIGH SCHOOL,Edmond,OK,App,5,,,
EDMOND SANTA FE HIGH SCHOOL371188,EDMOND SANTA FE HIGH SCHOOL,Edmond,OK,Adm,5,4,,
EDMOND SANTA FE HIGH SCHOOL371188,EDMOND SANTA FE HIGH SCHOOL,Edmond,OK,Enr,3,3,,
EDMONDS-WOODWAY HIGH SCHOOL480344,EDMONDS-WOODWAY HIGH SCHOOL,Edmonds,WA,App,30,20,10,
EDMONDS-WOODWAY HIGH SCHOOL480344,EDMONDS-WOODWAY HIGH SCHOOL,Edmonds,WA,Adm,19,11,8,
EDMUND BURKE SCHOOL90064,EDMUND BURKE SCHOOL,Washington,DC,App,7,,,
EDMUND BURKE SCHOOL90064,EDMUND BURKE SCHOOL,Washington,DC,Adm,4,,,
EDWARD S MARCUS HIGH SCHOOL444132,EDWARD S MARCUS HIGH SCHOOL,Flower Mound,TX,App,15,6,9,
EDWARD S MARCUS HIGH SCHOOL444132,EDWARD S MARCUS HIGH SCHOOL,Flower Mound,TX,Adm,8,3,5,
EF ACADEMY334864,EF ACADEMY,Thornwood,NY,App,44,23,21,
EF ACADEMY334864,EF ACADEMY,Thornwood,NY,Adm,28,14,14,
EF ACADEMY334864,EF ACADEMY,Thornwood,NY,Enr,10,7,3,
EISENHOWER HIGH SCHOOL501631,EISENHOWER HIGH SCHOOL,New Berlin,WI,App,8,6,,
EISENHOWER HIGH SCHOOL501631,EISENHOWER HIGH SCHOOL,New Berlin,WI,Adm,7,5,,
ELDORADO HIGH SCHOOL320009,ELDORADO HIGH SCHOOL,Albuquerque,NM,App,6,5,,
ELDORADO HIGH SCHOOL320009,ELDORADO HIGH SCHOOL,Albuquerque,NM,Adm,4,3,,
ELITE PREPARATORY ACADEMY311386,ELITE PREPARATORY ACADEMY,Somerset,NJ,App,5,,,
ELITE PREPARATORY ACADEMY311386,ELITE PREPARATORY ACADEMY,Somerset,NJ,Adm,5,3,,
ELKINS HIGH SCHOOL446782,ELKINS HIGH SCHOOL,Missouri City,TX,App,22,9,13,
ELKINS HIGH SCHOOL446782,ELKINS HIGH SCHOOL,Missouri City,TX,Adm,8,5,3,
EMERY WEINER SCHOOL443539,EMERY WEINER SCHOOL,Houston,TX,App,7,,,
EMERY WEINER SCHOOL443539,EMERY WEINER SCHOOL,Houston,TX,Adm,3,3,,
EMMA WILLARD SCHOOL335600,EMMA WILLARD SCHOOL,Troy,NY,App,19,19,,
EMMA WILLARD SCHOOL335600,EMMA WILLARD SCHOOL,Troy,NY,Adm,15,15,,
EMMA WILLARD SCHOOL335600,EMMA WILLARD SCHOOL,Troy,NY,Enr,3,3,,
ENSWORTH HIGH SCHOOL431662,ENSWORTH HIGH SCHOOL,Nashville,TN,App,5,,,
ENSWORTH HIGH SCHOOL431662,ENSWORTH HIGH SCHOOL,Nashville,TN,Adm,3,,,
EPISCOPAL HIGH SCHOOL440561,EPISCOPAL HIGH SCHOOL,Bellaire,TX,App,8,6,,
EPISCOPAL HIGH SCHOOL440561,EPISCOPAL HIGH SCHOOL,Bellaire,TX,Adm,6,5,,
EPISCOPAL SCHOOL OF DALLAS441734,EPISCOPAL SCHOOL OF DALLAS,Dallas,TX,App,17,8,9,
EPISCOPAL SCHOOL OF DALLAS441734,EPISCOPAL SCHOOL OF DALLAS,Dallas,TX,Adm,8,4,4,
ETHEL WALKER SCHOOL70670,ETHEL WALKER SCHOOL,Simsbury,CT,App,8,8,,
ETHEL WALKER SCHOOL70670,ETHEL WALKER SCHOOL,Simsbury,CT,Adm,6,6,,
ETHEL WALKER SCHOOL70670,ETHEL WALKER SCHOOL,Simsbury,CT,Enr,3,3,,
EVANSTON TOWNSHIP HIGH SCHOOL141860,EVANSTON TOWNSHIP HIGH SCHOOL,Evanston,IL,App,46,21,25,
EVANSTON TOWNSHIP HIGH SCHOOL141860,EVANSTON TOWNSHIP HIGH SCHOOL,Evanston,IL,Adm,30,12,18,
EVANSTON TOWNSHIP HIGH SCHOOL141860,EVANSTON TOWNSHIP HIGH SCHOOL,Evanston,IL,Enr,7,5,,
EVERGREEN SENIOR HIGH SCHOOL60560,EVERGREEN SENIOR HIGH SCHOOL,Evergreen,CO,App,18,13,5,
EVERGREEN SENIOR HIGH SCHOOL60560,EVERGREEN SENIOR HIGH SCHOOL,Evergreen,CO,Adm,13,10,3,
EXETER HIGH SCHOOL300180,EXETER HIGH SCHOOL,Exeter,NH,App,6,5,,
EXETER HIGH SCHOOL300180,EXETER HIGH SCHOOL,Exeter,NH,Adm,4,3,,
FAIRFIELD COLLEGE PREPARATORY70190,FAIRFIELD COLLEGE PREPARATORY,Fairfield,CT,App,7,,7,
FAIRFIELD COLLEGE PREPARATORY70190,FAIRFIELD COLLEGE PREPARATORY,Fairfield,CT,Adm,4,,4,
FAIRFIELD LUDLOWE HIGH SCHOOL70187,FAIRFIELD LUDLOWE HIGH SCHOOL,Fairfield,CT,App,10,7,,
FAIRFIELD LUDLOWE HIGH SCHOOL70187,FAIRFIELD LUDLOWE HIGH SCHOOL,Fairfield,CT,Adm,6,5,,
FAIRFIELD WARDE HIGH SCHOOL70186,FAIRFIELD WARDE HIGH SCHOOL,Fairfield,CT,App,11,5,6,
FAIRFIELD WARDE HIGH SCHOOL70186,FAIRFIELD WARDE HIGH SCHOOL,Fairfield,CT,Adm,7,3,4,
FAIRVIEW HIGH SCHOOL60118,FAIRVIEW HIGH SCHOOL,Boulder,CO,App,81,39,39,
FAIRVIEW HIGH SCHOOL60118,FAIRVIEW HIGH SCHOOL,Boulder,CO,Adm,50,28,20,
FAIRVIEW HIGH SCHOOL60118,FAIRVIEW HIGH SCHOOL,Boulder,CO,Enr,10,6,4,
FAITH CHRISTIAN ACADEMY60414,FAITH CHRISTIAN ACADEMY,Arvada,CO,Adm,4,3,,
FAITH LUTHERAN HIGH SCHOOL290109,FAITH LUTHERAN HIGH SCHOOL,Las Vegas,NV,App,28,14,14,
FAITH LUTHERAN HIGH SCHOOL290109,FAITH LUTHERAN HIGH SCHOOL,Las Vegas,NV,Adm,23,11,12,
