Calculation1,School,City,County/State/ Territory,Count,All,Female,Male,Unknown
LOS ALTOS HIGH SCHOOL51510,LOS ALTOS HIGH SCHOOL,Los Altos,Santa Clara,App,218,105,113,
LOS ALTOS HIGH SCHOOL51510,LOS ALTOS HIGH SCHOOL,Los Altos,Santa Clara,Adm,93,57,36,
LOS ALTOS HIGH SCHOOL51510,LOS ALTOS HIGH SCHOOL,Los Altos,Santa Clara,Enr,14,13,,
LOS ANGELES HS OF THE ARTS54162,LOS ANGELES HS OF THE ARTS,Los Angeles,Los Angeles,App,8,5,,
LOS ANGELES HS OF THE ARTS54162,LOS ANGELES HS OF THE ARTS,Los Angeles,Los Angeles,Adm,5,4,,
LOS ANGELES HS OF THE ARTS54162,LOS ANGELES HS OF THE ARTS,Los Angeles,Los Angeles,Enr,3,,,
LOS ANGELES SENIOR HIGH SCHOOL51680,LOS ANGELES SENIOR HIGH SCHOOL,Los Angeles,Los Angeles,App,14,12,,
LOS ANGELES SENIOR HIGH SCHOOL51680,LOS ANGELES SENIOR HIGH SCHOOL,Los Angeles,Los Angeles,Adm,7,6,,
LOS GATOS HIGH SCHOOL51855,LOS GATOS HIGH SCHOOL,Los Gatos,Santa Clara,App,175,94,80,
LOS GATOS HIGH SCHOOL51855,LOS GATOS HIGH SCHOOL,Los Gatos,Santa Clara,Adm,68,44,24,
LOS GATOS HIGH SCHOOL51855,LOS GATOS HIGH SCHOOL,Los Gatos,Santa Clara,Enr,14,12,,
LOS OSOS HIGH SCHOOL52987,LOS OSOS HIGH SCHOOL,Rancho Cucamonga,San Bernardino,App,111,61,50,
LOS OSOS HIGH SCHOOL52987,LOS OSOS HIGH SCHOOL,Rancho Cucamonga,San Bernardino,Adm,47,28,19,
LOS OSOS HIGH SCHOOL52987,LOS OSOS HIGH SCHOOL,Rancho Cucamonga,San Bernardino,Enr,6,5,,
LOWELL HIGH SCHOOL52970,LOWELL HIGH SCHOOL,San Francisco,San Francisco,App,468,265,199,
LOWELL HIGH SCHOOL52970,LOWELL HIGH SCHOOL,San Francisco,San Francisco,Adm,213,129,81,3
LOWELL HIGH SCHOOL52970,LOWELL HIGH SCHOOL,San Francisco,San Francisco,Enr,48,39,8,
LOWER LAKE HIGH SCHOOL51870,LOWER LAKE HIGH SCHOOL,Lower Lake,Lake,App,13,9,,
LOWER LAKE HIGH SCHOOL51870,LOWER LAKE HIGH SCHOOL,Lower Lake,Lake,Adm,8,6,,
LOWER LAKE HIGH SCHOOL51870,LOWER LAKE HIGH SCHOOL,Lower Lake,Lake,Enr,4,3,,
LPS OAKLAND R&D CAMPUS54704,LPS OAKLAND R&D CAMPUS,Oakland,Alameda,App,23,13,10,
LPS OAKLAND R&D CAMPUS54704,LPS OAKLAND R&D CAMPUS,Oakland,Alameda,Adm,11,7,4,
LPS OAKLAND R&D CAMPUS54704,LPS OAKLAND R&D CAMPUS,Oakland,Alameda,Enr,6,5,,
LUTHER BURBANK HIGH SCHOOL52719,LUTHER BURBANK HIGH SCHOOL,Sacramento,Sacramento,App,54,38,16,
LUTHER BURBANK HIGH SCHOOL52719,LUTHER BURBANK HIGH SCHOOL,Sacramento,Sacramento,Adm,20,17,3,
LYNBROOK HIGH SCHOOL53463,LYNBROOK HIGH SCHOOL,San Jose,Santa Clara,App,306,159,147,
LYNBROOK HIGH SCHOOL53463,LYNBROOK HIGH SCHOOL,San Jose,Santa Clara,Adm,133,73,60,
LYNBROOK HIGH SCHOOL53463,LYNBROOK HIGH SCHOOL,San Jose,Santa Clara,Enr,17,12,5,
LYNWOOD HIGH SCHOOL51885,LYNWOOD HIGH SCHOOL,Lynwood,Los Angeles,App,42,30,12,
LYNWOOD HIGH SCHOOL51885,LYNWOOD HIGH SCHOOL,Lynwood,Los Angeles,Adm,16,13,3,
LYNWOOD HIGH SCHOOL51885,LYNWOOD HIGH SCHOOL,Lynwood,Los Angeles,Enr,4,4,,
MADERA HIGH SCHOOL51890,MADERA HIGH SCHOOL,Madera,Madera,App,32,16,16,
MADERA HIGH SCHOOL51890,MADERA HIGH SCHOOL,Madera,Madera,Adm,11,7,4,
MADERA SOUTH HIGH SCHOOL51874,MADERA SOUTH HIGH SCHOOL,Madera,Madera,App,46,34,12,
MADERA SOUTH HIGH SCHOOL51874,MADERA SOUTH HIGH SCHOOL,Madera,Madera,Adm,14,10,4,
MADERA SOUTH HIGH SCHOOL51874,MADERA SOUTH HIGH SCHOOL,Madera,Madera,Enr,3,,,
MADISON PARK ACADEMY54768,MADISON PARK ACADEMY,Oakland,Alameda,App,11,9,,
MADISON PARK ACADEMY54768,MADISON PARK ACADEMY,Oakland,Alameda,Adm,4,4,,
MAGNOLIA HIGH SCHOOL50083,MAGNOLIA HIGH SCHOOL,Anaheim,Orange,App,11,7,,
MAGNOLIA HIGH SCHOOL50083,MAGNOLIA HIGH SCHOOL,Anaheim,Orange,Adm,3,3,,
MAKING WAVES ACADEMY54553,MAKING WAVES ACADEMY,Richmond,Contra Costa,App,39,24,15,
MAKING WAVES ACADEMY54553,MAKING WAVES ACADEMY,Richmond,Contra Costa,Adm,21,13,8,
MAKING WAVES ACADEMY54553,MAKING WAVES ACADEMY,Richmond,Contra Costa,Enr,6,,4,
MALIBU HIGH SCHOOL51896,MALIBU HIGH SCHOOL,Malibu,Los Angeles,App,18,11,7,
MALIBU HIGH SCHOOL51896,MALIBU HIGH SCHOOL,Malibu,Los Angeles,Adm,12,7,5,
MAMMOTH HIGH SCHOOL51892,MAMMOTH HIGH SCHOOL,Mammoth Lakes,Mono,App,9,8,,
MAMMOTH HIGH SCHOOL51892,MAMMOTH HIGH SCHOOL,Mammoth Lakes,Mono,Adm,8,7,,
MANTECA HIGH SCHOOL51900,MANTECA HIGH SCHOOL,Manteca,San Joaquin,App,26,19,7,
MANTECA HIGH SCHOOL51900,MANTECA HIGH SCHOOL,Manteca,San Joaquin,Adm,12,10,,
MANTECA HIGH SCHOOL51900,MANTECA HIGH SCHOOL,Manteca,San Joaquin,Enr,7,5,,
MANUAL ARTS SENIOR HIGH SCHOOL51700,MANUAL ARTS SENIOR HIGH SCHOOL,Los Angeles,Los Angeles,App,30,21,9,
MANUAL ARTS SENIOR HIGH SCHOOL51700,MANUAL ARTS SENIOR HIGH SCHOOL,Los Angeles,Los Angeles,Adm,17,14,3,
MANUAL ARTS SENIOR HIGH SCHOOL51700,MANUAL ARTS SENIOR HIGH SCHOOL,Los Angeles,Los Angeles,Enr,5,3,,
MAR VISTA HIGH SCHOOL51242,MAR VISTA HIGH SCHOOL,Imperial Beach,San Diego,App,10,7,,
MAR VISTA HIGH SCHOOL51242,MAR VISTA HIGH SCHOOL,Imperial Beach,San Diego,Adm,6,5,,
MARCO ANTONIO FIREBAUGH HS52039,MARCO ANTONIO FIREBAUGH HS,Lynwood,Los Angeles,App,37,30,7,
MARCO ANTONIO FIREBAUGH HS52039,MARCO ANTONIO FIREBAUGH HS,Lynwood,Los Angeles,Adm,14,13,,
MARIA CARRILLO HIGH SCHOOL53386,MARIA CARRILLO HIGH SCHOOL,Santa Rosa,Sonoma,App,66,38,28,
MARIA CARRILLO HIGH SCHOOL53386,MARIA CARRILLO HIGH SCHOOL,Santa Rosa,Sonoma,Adm,29,19,10,
MARIA CARRILLO HIGH SCHOOL53386,MARIA CARRILLO HIGH SCHOOL,Santa Rosa,Sonoma,Enr,8,5,3,
MARINA HIGH SCHOOL51221,MARINA HIGH SCHOOL,Huntington Beach,Orange,App,26,21,5,
MARINA HIGH SCHOOL51221,MARINA HIGH SCHOOL,Huntington Beach,Orange,Adm,9,7,,
MARIPOSA COUNTY HIGH SCHOOL51910,MARIPOSA COUNTY HIGH SCHOOL,Mariposa,Mariposa,App,10,,8,
MARIPOSA COUNTY HIGH SCHOOL51910,MARIPOSA COUNTY HIGH SCHOOL,Mariposa,Mariposa,Adm,8,,6,
MARIPOSA COUNTY HIGH SCHOOL51910,MARIPOSA COUNTY HIGH SCHOOL,Mariposa,Mariposa,Enr,3,,3,
MARK KEPPEL HIGH SCHOOL50055,MARK KEPPEL HIGH SCHOOL,Alhambra,Los Angeles,App,87,45,42,
MARK KEPPEL HIGH SCHOOL50055,MARK KEPPEL HIGH SCHOOL,Alhambra,Los Angeles,Adm,35,21,14,
MARK KEPPEL HIGH SCHOOL50055,MARK KEPPEL HIGH SCHOOL,Alhambra,Los Angeles,Enr,5,,4,
MARTIN LUTHER KING HIGH SCHOOL52567,MARTIN LUTHER KING HIGH SCHOOL,Riverside,Riverside,App,37,26,11,
MARTIN LUTHER KING HIGH SCHOOL52567,MARTIN LUTHER KING HIGH SCHOOL,Riverside,Riverside,Adm,20,14,6,
MARYSVILLE CHARTER ACAD ARTS52409,MARYSVILLE CHARTER ACAD ARTS,Marysville,Yuba,App,13,10,,
MARYSVILLE CHARTER ACAD ARTS52409,MARYSVILLE CHARTER ACAD ARTS,Marysville,Yuba,Adm,8,8,,
MARYSVILLE HIGH SCHOOL51925,MARYSVILLE HIGH SCHOOL,Marysville,Yuba,App,15,8,7,
MARYSVILLE HIGH SCHOOL51925,MARYSVILLE HIGH SCHOOL,Marysville,Yuba,Adm,5,3,,
MARYSVILLE HIGH SCHOOL51925,MARYSVILLE HIGH SCHOOL,Marysville,Yuba,Enr,3,,,
MATH SCI TECH MAGNT ACD AT RHS54436,MATH SCI TECH MAGNT ACD AT RHS,Los Angeles,Los Angeles,App,15,12,,
MATH SCI TECH MAGNT ACD AT RHS54436,MATH SCI TECH MAGNT ACD AT RHS,Los Angeles,Los Angeles,Adm,5,5,,
MAYWOOD ACADEMY HIGH SCHOOL53998,MAYWOOD ACADEMY HIGH SCHOOL,Maywood,Los Angeles,App,9,7,,
MAYWOOD ACADEMY HIGH SCHOOL53998,MAYWOOD ACADEMY HIGH SCHOOL,Maywood,Los Angeles,Adm,5,4,,
MCCLYMONDS HIGH SCHOOL52220,MCCLYMONDS HIGH SCHOOL,Oakland,Alameda,App,7,,,
MCFARLAND HIGH SCHOOL51945,MCFARLAND HIGH SCHOOL,Mcfarland,Kern,App,22,14,8,
MCFARLAND HIGH SCHOOL51945,MCFARLAND HIGH SCHOOL,Mcfarland,Kern,Adm,14,9,5,
MCFARLAND HIGH SCHOOL51945,MCFARLAND HIGH SCHOOL,Mcfarland,Kern,Enr,4,,,
MCLANE HIGH SCHOOL50977,MCLANE HIGH SCHOOL,Fresno,Fresno,App,14,11,,
MCLANE HIGH SCHOOL50977,MCLANE HIGH SCHOOL,Fresno,Fresno,Adm,6,5,,
MENDOTA HIGH SCHOOL51952,MENDOTA HIGH SCHOOL,Mendota,Fresno,App,19,12,7,
MENDOTA HIGH SCHOOL51952,MENDOTA HIGH SCHOOL,Mendota,Fresno,Adm,9,7,,
MENDOTA HIGH SCHOOL51952,MENDOTA HIGH SCHOOL,Mendota,Fresno,Enr,3,3,,
MENLO ATHERTON HIGH SCHOOL50170,MENLO ATHERTON HIGH SCHOOL,Atherton,San Mateo,App,140,77,63,
MENLO ATHERTON HIGH SCHOOL50170,MENLO ATHERTON HIGH SCHOOL,Atherton,San Mateo,Adm,48,33,15,
MENLO ATHERTON HIGH SCHOOL50170,MENLO ATHERTON HIGH SCHOOL,Atherton,San Mateo,Enr,4,,,
MERRILL F WEST HIGH SCHOOL53532,MERRILL F WEST HIGH SCHOOL,Tracy,San Joaquin,App,59,37,22,
MERRILL F WEST HIGH SCHOOL53532,MERRILL F WEST HIGH SCHOOL,Tracy,San Joaquin,Adm,27,16,11,
MERRILL F WEST HIGH SCHOOL53532,MERRILL F WEST HIGH SCHOOL,Tracy,San Joaquin,Enr,6,3,3,
MESA VERDE HIGH SCHOOL50587,MESA VERDE HIGH SCHOOL,Citrus Heights,Sacramento,App,18,13,5,
MESA VERDE HIGH SCHOOL50587,MESA VERDE HIGH SCHOOL,Citrus Heights,Sacramento,Adm,4,3,,
MET SACRAMENTO HIGH SCHOOL53916,MET SACRAMENTO HIGH SCHOOL,Sacramento,Sacramento,Adm,4,4,,
MET SACRAMENTO HIGH SCHOOL53916,MET SACRAMENTO HIGH SCHOOL,Sacramento,Sacramento,Enr,3,3,,
METWEST HIGH SCHOOL53009,METWEST HIGH SCHOOL,Oakland,Alameda,App,5,,,
MIDDLE COLLEGE HIGH SCHOOL51722,MIDDLE COLLEGE HIGH SCHOOL,Los Angeles,Los Angeles,App,16,10,6,
MIDDLE COLLEGE HIGH SCHOOL51722,MIDDLE COLLEGE HIGH SCHOOL,Los Angeles,Los Angeles,Adm,6,4,,
MIDDLE COLLEGE HIGH SCHOOL52949,MIDDLE COLLEGE HIGH SCHOOL,San Bernardino,San Bernardino,App,5,,,
MIDDLE COLLEGE HIGH SCHOOL53204,MIDDLE COLLEGE HIGH SCHOOL,San Pablo,Contra Costa,App,30,21,9,
MIDDLE COLLEGE HIGH SCHOOL53204,MIDDLE COLLEGE HIGH SCHOOL,San Pablo,Contra Costa,Adm,15,12,3,
MIDDLE COLLEGE HIGH SCHOOL53204,MIDDLE COLLEGE HIGH SCHOOL,San Pablo,Contra Costa,Enr,4,4,,
MIDDLE COLLEGE HIGH SCHOOL53258,MIDDLE COLLEGE HIGH SCHOOL,Santa Ana,Orange,App,11,5,6,
MIDDLE COLLEGE HIGH SCHOOL53258,MIDDLE COLLEGE HIGH SCHOOL,Santa Ana,Orange,Adm,8,5,3,
MIDDLE COLLEGE HIGH SCHOOL53599,MIDDLE COLLEGE HIGH SCHOOL,Stockton,San Joaquin,App,44,32,12,
MIDDLE COLLEGE HIGH SCHOOL53599,MIDDLE COLLEGE HIGH SCHOOL,Stockton,San Joaquin,Adm,21,17,4,
MIDDLE COLLEGE HIGH SCHOOL53599,MIDDLE COLLEGE HIGH SCHOOL,Stockton,San Joaquin,Enr,6,4,,
MIDDLETOWN HIGH SCHOOL51970,MIDDLETOWN HIGH SCHOOL,Middletown,Lake,App,5,,,
MILLS HIGH SCHOOL51972,MILLS HIGH SCHOOL,Millbrae,San Mateo,App,121,58,63,
MILLS HIGH SCHOOL51972,MILLS HIGH SCHOOL,Millbrae,San Mateo,Adm,46,28,18,
MILLS HIGH SCHOOL51972,MILLS HIGH SCHOOL,Millbrae,San Mateo,Enr,18,14,4,
MILPITAS HIGH SCHOOL51978,MILPITAS HIGH SCHOOL,Milpitas,Santa Clara,App,221,121,99,
MILPITAS HIGH SCHOOL51978,MILPITAS HIGH SCHOOL,Milpitas,Santa Clara,Adm,85,58,27,
MILPITAS HIGH SCHOOL51978,MILPITAS HIGH SCHOOL,Milpitas,Santa Clara,Enr,35,29,6,
MIRA COSTA HIGH SCHOOL51895,MIRA COSTA HIGH SCHOOL,Manhattan Beach,Los Angeles,App,141,74,67,
MIRA COSTA HIGH SCHOOL51895,MIRA COSTA HIGH SCHOOL,Manhattan Beach,Los Angeles,Adm,66,46,20,
MIRA COSTA HIGH SCHOOL51895,MIRA COSTA HIGH SCHOOL,Manhattan Beach,Los Angeles,Enr,6,6,,
MIRA LOMA HIGH SCHOOL52723,MIRA LOMA HIGH SCHOOL,Sacramento,Sacramento,App,102,59,43,
MIRA LOMA HIGH SCHOOL52723,MIRA LOMA HIGH SCHOOL,Sacramento,Sacramento,Adm,40,28,12,
MIRA LOMA HIGH SCHOOL52723,MIRA LOMA HIGH SCHOOL,Sacramento,Sacramento,Enr,8,5,3,
MIRA MONTE HIGH SCHOOL54317,MIRA MONTE HIGH SCHOOL,Bakersfield,Kern,App,19,15,,
MIRA MONTE HIGH SCHOOL54317,MIRA MONTE HIGH SCHOOL,Bakersfield,Kern,Adm,6,6,,
MIRAMONTE HIGH SCHOOL52282,MIRAMONTE HIGH SCHOOL,Orinda,Contra Costa,App,118,70,47,
MIRAMONTE HIGH SCHOOL52282,MIRAMONTE HIGH SCHOOL,Orinda,Contra Costa,Adm,61,38,22,
MIRAMONTE HIGH SCHOOL52282,MIRAMONTE HIGH SCHOOL,Orinda,Contra Costa,Enr,6,,3,
MISSION BAY HIGH52860,MISSION BAY HIGH,San Diego,San Diego,App,46,36,10,
MISSION BAY HIGH52860,MISSION BAY HIGH,San Diego,San Diego,Adm,26,21,5,
MISSION BAY HIGH52860,MISSION BAY HIGH,San Diego,San Diego,Enr,3,,,
MISSION EARLY COLLEGE HIGH SCH50358,MISSION EARLY COLLEGE HIGH SCH,Santa Clara,Santa Clara,App,13,8,5,
MISSION EARLY COLLEGE HIGH SCH50358,MISSION EARLY COLLEGE HIGH SCH,Santa Clara,Santa Clara,Adm,7,4,3,
MISSION HILLS HIGH SCHOOL53868,MISSION HILLS HIGH SCHOOL,San Marcos,San Diego,App,57,42,15,
MISSION HILLS HIGH SCHOOL53868,MISSION HILLS HIGH SCHOOL,San Marcos,San Diego,Adm,30,25,5,
MISSION HILLS HIGH SCHOOL53868,MISSION HILLS HIGH SCHOOL,San Marcos,San Diego,Enr,5,5,,
MISSION OAK HIGH SCHOOL54248,MISSION OAK HIGH SCHOOL,Tulare,Tulare,App,20,14,6,
MISSION OAK HIGH SCHOOL54248,MISSION OAK HIGH SCHOOL,Tulare,Tulare,Adm,7,4,3,
MISSION SAN JOSE HIGH SCHOOL50970,MISSION SAN JOSE HIGH SCHOOL,Fremont,Alameda,App,372,183,189,
MISSION SAN JOSE HIGH SCHOOL50970,MISSION SAN JOSE HIGH SCHOOL,Fremont,Alameda,Adm,121,72,49,
MISSION SAN JOSE HIGH SCHOOL50970,MISSION SAN JOSE HIGH SCHOOL,Fremont,Alameda,Enr,15,7,8,
MISSION SENIOR HIGH SCHOOL52980,MISSION SENIOR HIGH SCHOOL,San Francisco,San Francisco,App,77,44,33,
MISSION SENIOR HIGH SCHOOL52980,MISSION SENIOR HIGH SCHOOL,San Francisco,San Francisco,Adm,29,21,8,
MISSION SENIOR HIGH SCHOOL52980,MISSION SENIOR HIGH SCHOOL,San Francisco,San Francisco,Enr,13,8,5,
MISSION VIEJO HIGH SCHOOL51981,MISSION VIEJO HIGH SCHOOL,Mission Viejo,Orange,App,57,28,29,
MISSION VIEJO HIGH SCHOOL51981,MISSION VIEJO HIGH SCHOOL,Mission Viejo,Orange,Adm,21,12,9,
MISSION VIEJO HIGH SCHOOL51981,MISSION VIEJO HIGH SCHOOL,Mission Viejo,Orange,Enr,6,3,3,
MISSION VISTA HIGH SCHOOL54347,MISSION VISTA HIGH SCHOOL,Oceanside,San Diego,App,41,25,16,
MISSION VISTA HIGH SCHOOL54347,MISSION VISTA HIGH SCHOOL,Oceanside,San Diego,Adm,17,8,9,
MIT (MARE ISLAND TECH) ACADEMY53833,MIT (MARE ISLAND TECH) ACADEMY,Vallejo,Solano,App,35,17,18,
MIT (MARE ISLAND TECH) ACADEMY53833,MIT (MARE ISLAND TECH) ACADEMY,Vallejo,Solano,Adm,13,8,5,
MIT (MARE ISLAND TECH) ACADEMY53833,MIT (MARE ISLAND TECH) ACADEMY,Vallejo,Solano,Enr,5,3,,
MODESTO HIGH SCHOOL51985,MODESTO HIGH SCHOOL,Modesto,Stanislaus,App,64,45,19,
MODESTO HIGH SCHOOL51985,MODESTO HIGH SCHOOL,Modesto,Stanislaus,Adm,27,17,10,
MODESTO HIGH SCHOOL51985,MODESTO HIGH SCHOOL,Modesto,Stanislaus,Enr,8,6,,
MONACHE HIGH SCHOOL52513,MONACHE HIGH SCHOOL,Porterville,Tulare,App,20,14,6,
MONACHE HIGH SCHOOL52513,MONACHE HIGH SCHOOL,Porterville,Tulare,Adm,8,7,,
MONROVIA HIGH SCHOOL52015,MONROVIA HIGH SCHOOL,Monrovia,Los Angeles,App,26,12,14,
MONROVIA HIGH SCHOOL52015,MONROVIA HIGH SCHOOL,Monrovia,Los Angeles,Adm,10,3,7,
MONROVIA HIGH SCHOOL52015,MONROVIA HIGH SCHOOL,Monrovia,Los Angeles,Enr,3,,3,
MONTA VISTA HIGH SCHOOL53466,MONTA VISTA HIGH SCHOOL,Cupertino,Santa Clara,App,382,197,185,
MONTA VISTA HIGH SCHOOL53466,MONTA VISTA HIGH SCHOOL,Cupertino,Santa Clara,Adm,134,76,58,
MONTA VISTA HIGH SCHOOL53466,MONTA VISTA HIGH SCHOOL,Cupertino,Santa Clara,Enr,23,19,4,
MONTCLAIR HIGH SCHOOL52018,MONTCLAIR HIGH SCHOOL,Montclair,San Bernardino,App,27,19,8,
MONTCLAIR HIGH SCHOOL52018,MONTCLAIR HIGH SCHOOL,Montclair,San Bernardino,Adm,7,7,,
MONTE VISTA HIGH SCHOOL50727,MONTE VISTA HIGH SCHOOL,Danville,Contra Costa,App,174,87,87,
MONTE VISTA HIGH SCHOOL50727,MONTE VISTA HIGH SCHOOL,Danville,Contra Costa,Adm,49,31,18,
MONTE VISTA HIGH SCHOOL50727,MONTE VISTA HIGH SCHOOL,Danville,Contra Costa,Enr,10,8,,
MONTE VISTA HIGH SCHOOL53416,MONTE VISTA HIGH SCHOOL,Spring Valley,San Diego,App,9,8,,
MONTE VISTA HIGH SCHOOL53416,MONTE VISTA HIGH SCHOOL,Spring Valley,San Diego,Adm,5,5,,
MONTEBELLO HIGH SCHOOL52029,MONTEBELLO HIGH SCHOOL,Montebello,Los Angeles,App,26,20,6,
MONTEBELLO HIGH SCHOOL52029,MONTEBELLO HIGH SCHOOL,Montebello,Los Angeles,Adm,12,10,,
MONTEBELLO HIGH SCHOOL52029,MONTEBELLO HIGH SCHOOL,Montebello,Los Angeles,Enr,4,3,,
MONTEREY HIGH SCHOOL52050,MONTEREY HIGH SCHOOL,Monterey,Monterey,App,59,35,24,
MONTEREY HIGH SCHOOL52050,MONTEREY HIGH SCHOOL,Monterey,Monterey,Adm,26,20,6,
MONTEREY HIGH SCHOOL52050,MONTEREY HIGH SCHOOL,Monterey,Monterey,Enr,8,6,,
MONTEREY TRAIL HIGH SCHOOL50902,MONTEREY TRAIL HIGH SCHOOL,Elk Grove,Sacramento,App,90,51,39,
MONTEREY TRAIL HIGH SCHOOL50902,MONTEREY TRAIL HIGH SCHOOL,Elk Grove,Sacramento,Adm,35,23,12,
MONTEREY TRAIL HIGH SCHOOL50902,MONTEREY TRAIL HIGH SCHOOL,Elk Grove,Sacramento,Enr,23,15,8,
MONTGOMERY HIGH SCHOOL51239,MONTGOMERY HIGH SCHOOL,San Diego,San Diego,App,16,12,,
MONTGOMERY HIGH SCHOOL51239,MONTGOMERY HIGH SCHOOL,San Diego,San Diego,Adm,7,7,,
MONTGOMERY HIGH SCHOOL53328,MONTGOMERY HIGH SCHOOL,Santa Rosa,Sonoma,App,27,17,10,
MONTGOMERY HIGH SCHOOL53328,MONTGOMERY HIGH SCHOOL,Santa Rosa,Sonoma,Adm,10,5,5,
MONTGOMERY HIGH SCHOOL53328,MONTGOMERY HIGH SCHOOL,Santa Rosa,Sonoma,Enr,5,,3,
MOORPARK HIGH SCHOOL52055,MOORPARK HIGH SCHOOL,Moorpark,Ventura,App,43,25,18,
MOORPARK HIGH SCHOOL52055,MOORPARK HIGH SCHOOL,Moorpark,Ventura,Adm,20,12,8,
MORENO VALLEY HIGH SCHOOL53459,MORENO VALLEY HIGH SCHOOL,Moreno Valley,Riverside,App,21,17,,
MORENO VALLEY HIGH SCHOOL53459,MORENO VALLEY HIGH SCHOOL,Moreno Valley,Riverside,Adm,12,10,,
MORENO VALLEY HIGH SCHOOL53459,MORENO VALLEY HIGH SCHOOL,Moreno Valley,Riverside,Enr,4,4,,
MORNINGSIDE HIGH SCHOOL51262,MORNINGSIDE HIGH SCHOOL,Inglewood,Los Angeles,App,10,7,,
MORNINGSIDE HIGH SCHOOL51262,MORNINGSIDE HIGH SCHOOL,Inglewood,Los Angeles,Adm,5,4,,
MORRO BAY HIGH SCHOOL52061,MORRO BAY HIGH SCHOOL,Morro Bay,San Luis Obispo,App,13,9,,
MORRO BAY HIGH SCHOOL52061,MORRO BAY HIGH SCHOOL,Morro Bay,San Luis Obispo,Adm,8,7,,
MOUNT DIABLO HIGH SCHOOL50660,MOUNT DIABLO HIGH SCHOOL,Concord,Contra Costa,App,30,23,7,
MOUNT DIABLO HIGH SCHOOL50660,MOUNT DIABLO HIGH SCHOOL,Concord,Contra Costa,Adm,8,6,,
MOUNT EDEN HIGH SCHOOL51153,MOUNT EDEN HIGH SCHOOL,Hayward,Alameda,App,61,40,21,
MOUNT EDEN HIGH SCHOOL51153,MOUNT EDEN HIGH SCHOOL,Hayward,Alameda,Adm,27,18,9,
MOUNT EDEN HIGH SCHOOL51153,MOUNT EDEN HIGH SCHOOL,Hayward,Alameda,Enr,12,9,3,
MOUNT MIGUEL HIGH SCHOOL53417,MOUNT MIGUEL HIGH SCHOOL,Spring Valley,San Diego,App,11,5,6,
MOUNT MIGUEL HIGH SCHOOL53417,MOUNT MIGUEL HIGH SCHOOL,Spring Valley,San Diego,Adm,4,3,,
MOUNT PLEASANT HIGH SCHOOL53094,MOUNT PLEASANT HIGH SCHOOL,San Jose,Santa Clara,App,41,23,18,
MOUNT PLEASANT HIGH SCHOOL53094,MOUNT PLEASANT HIGH SCHOOL,San Jose,Santa Clara,Adm,12,6,6,
MOUNT SHASTA HIGH SCHOOL52080,MOUNT SHASTA HIGH SCHOOL,Mount Shasta,Siskiyou,App,7,,,
MOUNT SHASTA HIGH SCHOOL52080,MOUNT SHASTA HIGH SCHOOL,Mount Shasta,Siskiyou,Adm,3,,,
MOUNT WHITNEY HIGH SCHOOL53670,MOUNT WHITNEY HIGH SCHOOL,Visalia,Tulare,App,14,10,,
MOUNT WHITNEY HIGH SCHOOL53670,MOUNT WHITNEY HIGH SCHOOL,Visalia,Tulare,Adm,4,4,,
MOUNT WHITNEY HIGH SCHOOL53670,MOUNT WHITNEY HIGH SCHOOL,Visalia,Tulare,Enr,3,3,,
MOUNTAIN HOUSE HIGH SCHOOL54813,MOUNTAIN HOUSE HIGH SCHOOL,Mountain House,San Joaquin,App,79,44,33,
MOUNTAIN HOUSE HIGH SCHOOL54813,MOUNTAIN HOUSE HIGH SCHOOL,Mountain House,San Joaquin,Adm,26,19,6,
MOUNTAIN HOUSE HIGH SCHOOL54813,MOUNTAIN HOUSE HIGH SCHOOL,Mountain House,San Joaquin,Enr,12,10,,
MOUNTAIN VIEW HIGH SCHOOL50837,MOUNTAIN VIEW HIGH SCHOOL,El Monte,Los Angeles,App,8,,,
MOUNTAIN VIEW HIGH SCHOOL50837,MOUNTAIN VIEW HIGH SCHOOL,El Monte,Los Angeles,Adm,3,,,
MOUNTAIN VIEW HIGH SCHOOL52075,MOUNTAIN VIEW HIGH SCHOOL,Mountain View,Santa Clara,App,166,83,81,
MOUNTAIN VIEW HIGH SCHOOL52075,MOUNTAIN VIEW HIGH SCHOOL,Mountain View,Santa Clara,Adm,59,31,28,
MOUNTAIN VIEW HIGH SCHOOL52075,MOUNTAIN VIEW HIGH SCHOOL,Mountain View,Santa Clara,Enr,11,8,3,
MT CARMEL HIGH SCHOOL52862,MT CARMEL HIGH SCHOOL,San Diego,San Diego,App,58,35,23,
MT CARMEL HIGH SCHOOL52862,MT CARMEL HIGH SCHOOL,San Diego,San Diego,Adm,16,10,6,
MT EVEREST ACADEMY52826,MT EVEREST ACADEMY,San Diego,San Diego,App,6,,,
MT EVEREST ACADEMY52826,MT EVEREST ACADEMY,San Diego,San Diego,Adm,4,,,
MURRIETA MESA HIGH SCHOOL54357,MURRIETA MESA HIGH SCHOOL,Murrieta,Riverside,App,26,12,14,
MURRIETA MESA HIGH SCHOOL54357,MURRIETA MESA HIGH SCHOOL,Murrieta,Riverside,Adm,7,4,3,
NAPA HIGH SCHOOL52085,NAPA HIGH SCHOOL,Napa,Napa,App,54,28,26,
NAPA HIGH SCHOOL52085,NAPA HIGH SCHOOL,Napa,Napa,Adm,22,6,16,
NAPA HIGH SCHOOL52085,NAPA HIGH SCHOOL,Napa,Napa,Enr,4,,,
