Calculation1,School,City,County/State/Country,App GPA,Adm GPA,Enrl GPA
PEGASUS CALIFORNIA SCH QINGDAO694040,PEGASUS CALIFORNIA SCH QINGDAO,n/a ,"CHINA, PEOPLES REPUBLIC",3.91,3.94,4.11
PERU990058,PERU,n/a ,,4.03,,
PHILIPPINES990059,PHILIPPINES,n/a ,,3.38,3.48,
PINETREE SECONDARY SCHOOL821088,PINETREE SECONDARY SCHOOL,n/a ,CANADA,3.81,,
PODAR INTERNATIONAL SCHOOL671068,PODAR INTERNATIONAL SCHOOL,n/a ,INDIA,3.57,,
PORT MOODY SECONDARY SCHOOL821276,PORT MOODY SECONDARY SCHOOL,n/a ,CANADA,4.14,4.14,
PRIMACY COLLEGIATE ACADEMY694321,PRIMACY COLLEGIATE ACADEMY,n/a ,TAIWAN,3.81,3.81,
PRINCE OF WALES SECONDARY SCH821530,PRINCE OF WALES SECONDARY SCH,n/a ,CANADA,3.77,3.96,
PU TAI SENIOR HIGH SCHOOL694374,PU TAI SENIOR HIGH SCHOOL,n/a ,TAIWAN,3.75,3.76,
PYMBLE LADIES COLLEGE700241,PYMBLE LADIES COLLEGE,n/a ,AUSTRALIA,3.55,,
QATAR ACADEMY632010,QATAR ACADEMY,n/a ,QATAR,3.45,,
QATAR990084,QATAR,n/a ,,3.68,,
QINGDAO GRAND INTRNTL SCHOOL694013,QINGDAO GRAND INTRNTL SCHOOL,n/a ,"CHINA, PEOPLES REPUBLIC",3.85,,
QINGDAO NO 2 MIDDLE SCHOOL694420,QINGDAO NO 2 MIDDLE SCHOOL,n/a ,"CHINA, PEOPLES REPUBLIC",3.95,3.98,4.01
QSI INTL SCHOOL OF SHEKOU694517,QSI INTL SCHOOL OF SHEKOU,n/a ,"CHINA, PEOPLES REPUBLIC",3.98,3.93,
R N PODAR SCHOOL671109,R N PODAR SCHOOL,n/a ,INDIA,3.85,3.87,
RAFFLES INSTITUTION687241,RAFFLES INSTITUTION,n/a ,SINGAPORE,3.4,3.44,3.23
RDFZ CHAOYANG BRANCH SCHOOL694622,RDFZ CHAOYANG BRANCH SCHOOL,n/a ,"CHINA, PEOPLES REPUBLIC",3.44,3.6,
RDFZ XISHAN SCHOOL694343,RDFZ XISHAN SCHOOL,n/a ,"CHINA, PEOPLES REPUBLIC",3.84,3.91,4.02
RENAISSANCE COLLEGE670868,RENAISSANCE COLLEGE,n/a ,HONG KONG,3.97,3.93,
RICHMOND CHRISTIAN SEC SCHOOL821316,RICHMOND CHRISTIAN SEC SCHOOL,n/a ,CANADA,3.92,3.93,
RICHMOND HILL HIGH SCHOOL826580,RICHMOND HILL HIGH SCHOOL,n/a ,CANADA,4.1,,
RICHMOND SECONDARY SCHOOL821540,RICHMOND SECONDARY SCHOOL,n/a ,CANADA,4.02,4.11,
RIDLEY COLLEGE826597,RIDLEY COLLEGE,n/a ,CANADA,4.19,4.27,
RIVER VALLEY HIGH SCHOOL687005,RIVER VALLEY HIGH SCHOOL,n/a ,SINGAPORE,3.58,,
RIYADH SCHOOLS FOR BOYS/GIRLS692162,RIYADH SCHOOLS FOR BOYS/GIRLS,n/a ,SAUDI ARABIA,3.62,3.98,
ROBERT COLLEGE696220,ROBERT COLLEGE,n/a ,TURKEY,3.59,,
ROWAD ALKHALEEJ INTRNTL SCHOOL692093,ROWAD ALKHALEEJ INTRNTL SCHOOL,n/a ,SAUDI ARABIA,3.88,3.9,
RUAMRUDEE INTERNATIONAL SCHOOL695300,RUAMRUDEE INTERNATIONAL SCHOOL,n/a ,THAILAND,4.04,4.07,
RUIAN HIGH SCHOOL OF ZHEJIANG694340,RUIAN HIGH SCHOOL OF ZHEJIANG,n/a ,"CHINA, PEOPLES REPUBLIC",3.52,3.65,
SAIGON SOUTH INTERNATIONAL SCH698020,SAIGON SOUTH INTERNATIONAL SCH,n/a ,VIETNAM,3.91,4.02,
SAINT ANDREWS COLLEGE826019,SAINT ANDREWS COLLEGE,n/a ,CANADA,4.01,4.03,
SAINT FRANCIS XAVIER SEC SCH826350,SAINT FRANCIS XAVIER SEC SCH,n/a ,CANADA,4.03,,
SAINT GEORGES SCHOOL821550,SAINT GEORGES SCHOOL,n/a ,CANADA,4.02,4.03,
SAINT JOHNS SCHOOL821545,SAINT JOHNS SCHOOL,n/a ,CANADA,4.19,,
SAINT JOSEPHS INSTITUTION687236,SAINT JOSEPHS INSTITUTION,n/a ,SINGAPORE,4.04,,
SAINT MARYS INTERNATIONAL SCH680620,SAINT MARYS INTERNATIONAL SCH,n/a ,JAPAN,3.76,3.77,
SAINT MICHAELS UNIVERSITY SCH821720,SAINT MICHAELS UNIVERSITY SCH,n/a ,CANADA,3.92,4.03,
SAINT PAUL AMERICAN SCHOOL694260,SAINT PAUL AMERICAN SCHOOL,n/a ,"CHINA, PEOPLES REPUBLIC",3.85,4.03,
SAINT PAUL PREPARATORY SEOUL682371,SAINT PAUL PREPARATORY SEOUL,n/a ,"KOREA, REPUBLIC OF (SOUTH)",3.95,4.06,
SAINT PAULS COED COLLEGIATE670280,SAINT PAULS COED COLLEGIATE,n/a ,HONG KONG,3.7,3.79,
SAINT ROBERT CATHOLIC HS826249,SAINT ROBERT CATHOLIC HS,n/a ,CANADA,4.27,4.29,
SAN NEW SCHOOL694024,SAN NEW SCHOOL,n/a ,"CHINA, PEOPLES REPUBLIC",3.97,4.01,3.97
SANSKRITI SCHOOL671862,SANSKRITI SCHOOL,n/a ,INDIA,3.82,3.83,
SAUDI ARABIA990062,SAUDI ARABIA,n/a ,,3.96,3.98,3.98
SCOTTISH HIGH INTERNATIONAL671095,SCOTTISH HIGH INTERNATIONAL,n/a ,INDIA,3.91,3.91,
SECOND HS-BEIJING NORMAL UNIV694375,SECOND HS-BEIJING NORMAL UNIV,n/a ,"CHINA, PEOPLES REPUBLIC",3.86,3.88,3.93
SEISEN INTERNATIONAL SCHOOL680655,SEISEN INTERNATIONAL SCHOOL,n/a ,JAPAN,4,3.99,
SEKOLAH PELITA HARAPAN672109,SEKOLAH PELITA HARAPAN,n/a ,INDONESIA,3.96,,
SEMIAHMOO SECONDARY SCHOOL821805,SEMIAHMOO SECONDARY SCHOOL,n/a ,CANADA,4.13,4.16,4.14
SENTINEL SECONDARY SCHOOL821760,SENTINEL SECONDARY SCHOOL,n/a ,CANADA,4.03,4.09,
SEOUL FOREIGN SCHOOL682380,SEOUL FOREIGN SCHOOL,n/a ,"KOREA, REPUBLIC OF (SOUTH)",3.88,3.96,4.1
SEOUL GLOBAL HIGH SCHOOL682026,SEOUL GLOBAL HIGH SCHOOL,n/a ,"KOREA, REPUBLIC OF (SOUTH)",4.02,,
SEOUL INTERNATIONAL SCHOOL682385,SEOUL INTERNATIONAL SCHOOL,n/a ,"KOREA, REPUBLIC OF (SOUTH)",4.13,4.16,4.19
SEOUL SCHOLARS INTERNATIONAL682379,SEOUL SCHOLARS INTERNATIONAL,n/a ,"KOREA, REPUBLIC OF (SOUTH)",3.74,3.73,
SHANDONG EXPERIMENTAL HIGH SCH694446,SHANDONG EXPERIMENTAL HIGH SCH,n/a ,"CHINA, PEOPLES REPUBLIC",4.06,4.07,4.07
SHANGHAI AMERICAN SCH PUDONG694322,SHANGHAI AMERICAN SCH PUDONG,n/a ,"CHINA, PEOPLES REPUBLIC",4.07,4.06,4.01
SHANGHAI AMERICAN SCHOOL PUXI694241,SHANGHAI AMERICAN SCHOOL PUXI,n/a ,"CHINA, PEOPLES REPUBLIC",4.03,4.05,4.09
SHANGHAI COMM INTL SC-HONGQIAO694267,SHANGHAI COMM INTL SC-HONGQIAO,n/a ,"CHINA, PEOPLES REPUBLIC",4.05,4.05,
SHANGHAI EXPERIMENTAL FOREIGN694665,SHANGHAI EXPERIMENTAL FOREIGN,n/a ,"CHINA, PEOPLES REPUBLIC",3.69,3.81,
SHANGHAI FOREIGN LANGUAGE SCHL694121,SHANGHAI FOREIGN LANGUAGE SCHL,n/a ,"CHINA, PEOPLES REPUBLIC",3.53,3.67,3.71
SHANGHAI GEZHI HIGH SCHOOL694307,SHANGHAI GEZHI HIGH SCHOOL,n/a ,"CHINA, PEOPLES REPUBLIC",4.07,4.13,
SHANGHAI GUANGHUA SCHOOL694597,SHANGHAI GUANGHUA SCHOOL,n/a ,"CHINA, PEOPLES REPUBLIC",3.62,3.75,
SHANGHAI HIGH SCHOOL INTL DIV694242,SHANGHAI HIGH SCHOOL INTL DIV,n/a ,"CHINA, PEOPLES REPUBLIC",3.7,3.72,3.77
SHANGHAI HIGH SCHOOL694661,SHANGHAI HIGH SCHOOL,n/a ,"CHINA, PEOPLES REPUBLIC",3.8,3.81,
SHANGHAI INTRNL STDIES U XIWAI694036,SHANGHAI INTRNL STDIES U XIWAI,n/a ,"CHINA, PEOPLES REPUBLIC",3.54,3.58,
SHANGHAI INTRNTL STUDIES SCHL694588,SHANGHAI INTRNTL STUDIES SCHL,n/a ,"CHINA, PEOPLES REPUBLIC",3.93,3.87,
SHANGHAI JINSHAN WLD FGN LNG S694109,SHANGHAI JINSHAN WLD FGN LNG S,n/a ,"CHINA, PEOPLES REPUBLIC",3.88,3.88,
SHANGHAI PINGHE SCHOOL694497,SHANGHAI PINGHE SCHOOL,n/a ,"CHINA, PEOPLES REPUBLIC",3.97,4,4.01
SHANGHAI QI BAO DWIGHT HS694592,SHANGHAI QI BAO DWIGHT HS,n/a ,"CHINA, PEOPLES REPUBLIC",3.67,3.77,3.83
SHANGHAI SHANGDE EXPRMNTL SCH694038,SHANGHAI SHANGDE EXPRMNTL SCH,n/a ,"CHINA, PEOPLES REPUBLIC",3.89,4.01,
SHANGHAI SMIC PRIVATE SCHOOL694240,SHANGHAI SMIC PRIVATE SCHOOL,n/a ,"CHINA, PEOPLES REPUBLIC",3.81,3.94,4.06
SHANGHAI SOUTHWEST WEIYU MID694586,SHANGHAI SOUTHWEST WEIYU MID,n/a ,"CHINA, PEOPLES REPUBLIC",3.46,3.6,3.88
SHANGHAI STARRIVER BILINGUAL694545,SHANGHAI STARRIVER BILINGUAL,n/a ,"CHINA, PEOPLES REPUBLIC",3.63,3.71,3.68
SHANGHAI UNITED INTRNTL GUBEI694645,SHANGHAI UNITED INTRNTL GUBEI,n/a ,"CHINA, PEOPLES REPUBLIC",3.53,3.61,
SHANGHAI UNITED INTRNTL SCHOOL694510,SHANGHAI UNITED INTRNTL SCHOOL,n/a ,"CHINA, PEOPLES REPUBLIC",3.55,3.71,3.84
SHANGHAI WEIYU HIGH SCHOOL694620,SHANGHAI WEIYU HIGH SCHOOL,n/a ,"CHINA, PEOPLES REPUBLIC",3.79,3.9,4.01
SHANGHAI WORLD FOREIGN LANG MS694434,SHANGHAI WORLD FOREIGN LANG MS,n/a ,"CHINA, PEOPLES REPUBLIC",4.1,4.13,4.18
SHAOXING NO 1 HIGH SCHOOL694602,SHAOXING NO 1 HIGH SCHOOL,n/a ,"CHINA, PEOPLES REPUBLIC",3.72,3.83,
SHAWNIGAN LAKE SCHOOL821330,SHAWNIGAN LAKE SCHOOL,n/a ,CANADA,3.87,,
SHEKOU INTERNATIONAL SCHOOL694257,SHEKOU INTERNATIONAL SCHOOL,n/a ,"CHINA, PEOPLES REPUBLIC",4.01,4.01,
SHEN WAI INTERNATIONAL SCHOOL694664,SHEN WAI INTERNATIONAL SCHOOL,n/a ,"CHINA, PEOPLES REPUBLIC",3.93,3.95,
SHENZHEN COLLEGE INTRNTL EDUC694523,SHENZHEN COLLEGE INTRNTL EDUC,n/a ,"CHINA, PEOPLES REPUBLIC",3.58,3.65,
SHENZHEN CONCORD COLL SINO-CAN694275,SHENZHEN CONCORD COLL SINO-CAN,n/a ,"CHINA, PEOPLES REPUBLIC",3.61,3.6,
SHENZHEN FOREIGN LANGUAGE SCHL694325,SHENZHEN FOREIGN LANGUAGE SCHL,n/a ,"CHINA, PEOPLES REPUBLIC",4.05,4.06,
SHENZHEN HOUDE ACADEMY694026,SHENZHEN HOUDE ACADEMY,n/a ,"CHINA, PEOPLES REPUBLIC",3.77,3.77,3.8
SHENZHEN MIDDLE SCHOOL694324,SHENZHEN MIDDLE SCHOOL,n/a ,"CHINA, PEOPLES REPUBLIC",3.83,3.85,3.86
SHENZHEN RDF SCHOOL694111,SHENZHEN RDF SCHOOL,n/a ,"CHINA, PEOPLES REPUBLIC",3.83,3.85,
SHENZHEN SENIOR HIGH SCHOOL694603,SHENZHEN SENIOR HIGH SCHOOL,n/a ,"CHINA, PEOPLES REPUBLIC",3.98,3.97,4.02
SHENZHEN VANKE MEISHA ACADEMY694657,SHENZHEN VANKE MEISHA ACADEMY,n/a ,"CHINA, PEOPLES REPUBLIC",3.78,3.84,3.95
SHENZHEN YAOHUA EXPERIMNT SCHL694313,SHENZHEN YAOHUA EXPERIMNT SCHL,n/a ,"CHINA, PEOPLES REPUBLIC",3.94,3.96,3.99
SHENZHEN YONGYUAN EXPRMNTL SCH694640,SHENZHEN YONGYUAN EXPRMNTL SCH,n/a ,"CHINA, PEOPLES REPUBLIC",3.77,,
SHIKSHANTAR SENIOR SECONDARY671126,SHIKSHANTAR SENIOR SECONDARY,n/a ,INDIA,3.65,3.65,
SHIV NADAR SCHOOL NOIDA671213,SHIV NADAR SCHOOL NOIDA,n/a ,INDIA,3.95,,
SHRI RAM SCHOOL - ARAVALI671609,SHRI RAM SCHOOL - ARAVALI,n/a ,INDIA,3.83,3.88,
SHRI RAM SCHOOL - DLF CAMPUS671062,SHRI RAM SCHOOL - DLF CAMPUS,n/a ,INDIA,3.87,3.86,3.88
SHUDE HIGH SCHOOL FOREIGN LANG694658,SHUDE HIGH SCHOOL FOREIGN LANG,n/a ,"CHINA, PEOPLES REPUBLIC",3.96,3.98,4.03
SHUREN SCH YANGZHOU HS ED GRP694034,SHUREN SCH YANGZHOU HS ED GRP,n/a ,"CHINA, PEOPLES REPUBLIC",3.43,,
SINGAPORE AMERICAN SCHOOL687225,SINGAPORE AMERICAN SCHOOL,n/a ,SINGAPORE,3.86,3.96,4.02
SINGAPORE INTRNTL SCHL-MUMBAI671673,SINGAPORE INTRNTL SCHL-MUMBAI,n/a ,INDIA,4.03,4.05,
SINGAPORE990063,SINGAPORE,n/a ,,3.44,3.59,
SIR WINSTON CHURCHILL HS821570,SIR WINSTON CHURCHILL HS,n/a ,CANADA,4.06,4.14,
SJI INTERNATIONAL SCHOOL687006,SJI INTERNATIONAL SCHOOL,n/a ,SINGAPORE,3.75,3.87,
SOUTH AFRICA990064,SOUTH AFRICA,n/a ,,3.13,3.55,
SOUTHRIDGE SCHOOL821366,SOUTHRIDGE SCHOOL,n/a ,CANADA,4.05,4.13,
SPAIN990065,SPAIN,n/a ,,3.6,,
SRI KUMARAN CHILDREN HOME-CBSE671100,SRI KUMARAN CHILDREN HOME-CBSE,n/a ,INDIA,3.5,3.45,
ST JOHNSBURY ACADEMY JEJU682016,ST JOHNSBURY ACADEMY JEJU,n/a ,"KOREA, REPUBLIC OF (SOUTH)",3.87,3.87,
ST NICHOLAS SCHOOL910006,ST NICHOLAS SCHOOL,n/a ,BRAZIL,3.73,3.93,
STEP BY STEP SCHOOL671770,STEP BY STEP SCHOOL,n/a ,INDIA,3.75,3.81,
STEVESTON LONDON SECONDARY SCH821307,STEVESTON LONDON SECONDARY SCH,n/a ,CANADA,3.9,3.91,
STONEHILL INTERNATIONAL SCHOOL671056,STONEHILL INTERNATIONAL SCHOOL,n/a ,INDIA,4.04,,
STRAWBERRY FIELDS HIGH SCHOOL671560,STRAWBERRY FIELDS HIGH SCHOOL,n/a ,INDIA,3.8,3.8,
STUTTGART HIGH SCHOOL576325,STUTTGART HIGH SCHOOL,n/a ,APO/FPO/CPO USA,3.74,,
SUNCITY SCHOOL671230,SUNCITY SCHOOL,n/a ,INDIA,3.86,3.84,
SUNWAY COLLEGE686424,SUNWAY COLLEGE,n/a ,MALAYSIA,3.48,,
SUZHOU EXPERIMENTAL HIGH SCHL694473,SUZHOU EXPERIMENTAL HIGH SCHL,n/a ,"CHINA, PEOPLES REPUBLIC",3.78,3.78,
SUZHOU FOREIGN LANGUAGE SCHOOL694300,SUZHOU FOREIGN LANGUAGE SCHOOL,n/a ,"CHINA, PEOPLES REPUBLIC",3.88,3.88,3.9
SUZHOU HS OF JIANGSU PROVINCE694261,SUZHOU HS OF JIANGSU PROVINCE,n/a ,"CHINA, PEOPLES REPUBLIC",3.87,3.84,3.82
SUZHOU NORTH AMERICA HIGH SCHL694650,SUZHOU NORTH AMERICA HIGH SCHL,n/a ,"CHINA, PEOPLES REPUBLIC",3.66,3.72,3.81
SUZHOU SINGAPORE INTL SCHOOL694207,SUZHOU SINGAPORE INTL SCHOOL,n/a ,"CHINA, PEOPLES REPUBLIC",3.97,,
SWEDEN990068,SWEDEN,n/a ,,3.48,3.39,
SWITZERLAND990069,SWITZERLAND,n/a ,,3.45,3.57,
TAEJON CHRISTIAN INTL SCHOOL682420,TAEJON CHRISTIAN INTL SCHOOL,n/a ,"KOREA, REPUBLIC OF (SOUTH)",3.95,4.01,4.01
TAIPEI AMERICAN SCHOOL694210,TAIPEI AMERICAN SCHOOL,n/a ,TAIWAN,3.93,3.95,3.93
TAIPEI EUROPEAN SCHOOL694304,TAIPEI EUROPEAN SCHOOL,n/a ,TAIWAN,3.42,3.68,
TAIPEI FUHSING PRIVATE SCHOOL694372,TAIPEI FUHSING PRIVATE SCHOOL,n/a ,TAIWAN,3.91,3.89,3.85
TAIPEI KUEI SHAN SCHOOL694572,TAIPEI KUEI SHAN SCHOOL,n/a ,TAIWAN,3.53,,
TAIPEI MUNICIPAL FIRST GIRLS694400,TAIPEI MUNICIPAL FIRST GIRLS,n/a ,TAIWAN,3.7,3.71,
TAIPEI MUNICIPAL JIANGUO HIGH694436,TAIPEI MUNICIPAL JIANGUO HIGH,n/a ,TAIWAN,3.41,3.65,
TAIPEI WEGO PRIVATE SENIOR HS694536,TAIPEI WEGO PRIVATE SENIOR HS,n/a ,TAIWAN,3.67,3.73,3.61
TAIWAN990011,TAIWAN,n/a ,TAIWAN,3.52,3.67,3.57
"TASIS, AMERICAN SCH IN ENGLAND724736","TASIS, AMERICAN SCH IN ENGLAND",n/a ,ENGLAND,3.98,4.18,
THAILAND990073,THAILAND,n/a ,,3.61,3.76,
TIANJIN FOREIGN LANGUAGE SCHL694488,TIANJIN FOREIGN LANGUAGE SCHL,n/a ,"CHINA, PEOPLES REPUBLIC",3.71,3.78,
TIANJIN INTERNATIONAL SCHOOL694550,TIANJIN INTERNATIONAL SCHOOL,n/a ,"CHINA, PEOPLES REPUBLIC",3.86,,
TRINIDAD & TOBAGO971836,TRINIDAD & TOBAGO,n/a ,TRINIDAD & TOBAGO,3.55,,
TSINGHUA INTERNATIONAL SCHOOL694296,TSINGHUA INTERNATIONAL SCHOOL,n/a ,"CHINA, PEOPLES REPUBLIC",3.99,4.02,4.15
TSINGHUA UNIV HS INTL CHAOYANG694056,TSINGHUA UNIV HS INTL CHAOYANG,n/a ,"CHINA, PEOPLES REPUBLIC",3.77,3.84,
TSINGHUA UNIVERSITY HIGH SCH694019,TSINGHUA UNIVERSITY HIGH SCH,n/a ,"CHINA, PEOPLES REPUBLIC",3.67,,
TURKEY990074,TURKEY,n/a ,,3.49,,
ULINK COLLEGE OF SHANGHAI694085,ULINK COLLEGE OF SHANGHAI,n/a ,"CHINA, PEOPLES REPUBLIC",3.45,3.62,
UNIONVILLE HIGH SCHOOL826891,UNIONVILLE HIGH SCHOOL,n/a ,CANADA,3.96,3.96,
UNITED ARAB EMIRATES990076,UNITED ARAB EMIRATES,n/a ,UNITED ARAB EMIRATES,3.74,3.88,3.9
UNITED KINGDOM990077,UNITED KINGDOM,n/a ,UNITED KINGDOM,3.78,3.89,4.01
UNITED WORLD COLG MAASTRICHT759463,UNITED WORLD COLG MAASTRICHT,n/a ,NETHERLANDS,4.04,4.04,
UNITED WORLD COLG SE ASIA-EAST687190,UNITED WORLD COLG SE ASIA-EAST,n/a ,SINGAPORE,3.96,4.03,4.02
UNITED WORLD COLL COSTA RICA834130,UNITED WORLD COLL COSTA RICA,n/a ,COSTA RICA,4,4.01,
UNITED WORLD COLLEGE CHANGSHU694637,UNITED WORLD COLLEGE CHANGSHU,n/a ,"CHINA, PEOPLES REPUBLIC",3.78,3.94,
UNITED WORLD COLLEGE-DOVER687229,UNITED WORLD COLLEGE-DOVER,n/a ,SINGAPORE,3.99,4.04,
UNIVERSAL AMERICAN SCHOOL THE683081,UNIVERSAL AMERICAN SCHOOL THE,n/a ,KUWAIT,3.83,,
UNIVERSITY HILL SECONDARY SCH821590,UNIVERSITY HILL SECONDARY SCH,n/a ,CANADA,3.97,3.95,
UNIVERSITY OF TORONTO SCHOOLS826877,UNIVERSITY OF TORONTO SCHOOLS,n/a ,CANADA,4.18,4.19,
UPPER CANADA COLLEGE826879,UPPER CANADA COLLEGE,n/a ,CANADA,3.92,3.93,
UWC ISAK JAPAN680042,UWC ISAK JAPAN,n/a ,JAPAN,3.61,,
UWC THAILAND INTERNATIONAL SCH695431,UWC THAILAND INTERNATIONAL SCH,n/a ,THAILAND,3.97,,
VICTORIA PARK SECONDARY SCHOOL826120,VICTORIA PARK SECONDARY SCHOOL,n/a ,CANADA,3.93,,
VICTORIA SHANGHAI ACADEMY670903,VICTORIA SHANGHAI ACADEMY,n/a ,HONG KONG,3.75,3.82,
VIETNAM990098,VIETNAM,n/a ,,3.55,,
WALNUT GROVE SECONDARY SCHOOL821161,WALNUT GROVE SECONDARY SCHOOL,n/a ,CANADA,3.74,3.74,
WELHAM BOYS SCHOOL671152,WELHAM BOYS SCHOOL,n/a ,INDIA,3.86,,
WELLS INTERNATIONAL SCHOOL695346,WELLS INTERNATIONAL SCHOOL,n/a ,THAILAND,3.71,,
WEST POINT GREY ACADEMY821725,WEST POINT GREY ACADEMY,n/a ,CANADA,3.98,3.98,
WESTERN ACADEMY OF BEIJING694203,WESTERN ACADEMY OF BEIJING,n/a ,"CHINA, PEOPLES REPUBLIC",4.11,4.14,
WESTERN CANADA HIGH SCHOOL820225,WESTERN CANADA HIGH SCHOOL,n/a ,CANADA,3.94,4.2,
WHITE OAKS SECONDARY SCHOOL826401,WHITE OAKS SECONDARY SCHOOL,n/a ,CANADA,4.28,4.3,
WLSA SHANGHAI ACADEMY694146,WLSA SHANGHAI ACADEMY,n/a ,"CHINA, PEOPLES REPUBLIC",3.58,3.67,3.7
WOODSTOCK SCHOOL671740,WOODSTOCK SCHOOL,n/a ,INDIA,4.09,4.06,
WUHAN BRITAIN-CHINA SCHOOL694134,WUHAN BRITAIN-CHINA SCHOOL,n/a ,"CHINA, PEOPLES REPUBLIC",3.71,3.69,3.67
WUHAN FOREIGN LANGUAGES SCHOOL694471,WUHAN FOREIGN LANGUAGES SCHOOL,n/a ,"CHINA, PEOPLES REPUBLIC",3.57,3.68,
WUHAN NO 6 HIGH SCHOOL694535,WUHAN NO 6 HIGH SCHOOL,n/a ,"CHINA, PEOPLES REPUBLIC",3.87,3.87,
WUXI BIG BRIDGE ACADEMY694520,WUXI BIG BRIDGE ACADEMY,n/a ,"CHINA, PEOPLES REPUBLIC",3.87,3.93,
XAVIER SCHOOL705640,XAVIER SCHOOL,n/a ,PHILIPPINES,3.52,3.65,
XIAMEN FOREIGN LANGUAGE SCHOOL694330,XIAMEN FOREIGN LANGUAGE SCHOOL,n/a ,"CHINA, PEOPLES REPUBLIC",3.88,3.91,
XIAN GAO XIN NO 1 HIGH SCHOOL694297,XIAN GAO XIN NO 1 HIGH SCHOOL,n/a ,"CHINA, PEOPLES REPUBLIC",3.93,3.97,3.96
XIAN TIE YI HIGH SCHOOL694568,XIAN TIE YI HIGH SCHOOL,n/a ,"CHINA, PEOPLES REPUBLIC",3.52,,
YALI HIGH SCHOOL694502,YALI HIGH SCHOOL,n/a ,"CHINA, PEOPLES REPUBLIC",3.79,3.81,3.95
YANCHENG EXPERIMENTAL HS694644,YANCHENG EXPERIMENTAL HS,n/a ,"CHINA, PEOPLES REPUBLIC",3.77,3.8,
YANGON INTERNATIONAL SCHOOL653069,YANGON INTERNATIONAL SCHOOL,n/a ,"MYANMAR, UNION OF (BURMA)",3.72,3.88,
YANGZHOU HS JIANGSU PROVINCE694308,YANGZHOU HS JIANGSU PROVINCE,n/a ,"CHINA, PEOPLES REPUBLIC",3.81,3.96,3.91
YEW CHUNG INTERNATIONAL SCHOOL670774,YEW CHUNG INTERNATIONAL SCHOOL,n/a ,HONG KONG,3.71,,
YEW CHUNG INTL SCH OF SHANGHAI694217,YEW CHUNG INTL SCH OF SHANGHAI,n/a ,"CHINA, PEOPLES REPUBLIC",3.82,3.77,
YK PAO SCHOOL694616,YK PAO SCHOOL,n/a ,"CHINA, PEOPLES REPUBLIC",3.95,4.01,
YOKOHAMA INTERNATIONAL SCHOOL680888,YOKOHAMA INTERNATIONAL SCHOOL,n/a ,JAPAN,3.97,4.06,
YONGSAN INTL SCHOOL SEOUL682230,YONGSAN INTL SCHOOL SEOUL,n/a ,"KOREA, REPUBLIC OF (SOUTH)",4.05,4.07,4.09
YORK HOUSE SCHOOL821630,YORK HOUSE SCHOOL,n/a ,CANADA,4.02,4.01,
YUEZHOU HIGH SCHOOL694441,YUEZHOU HIGH SCHOOL,n/a ,"CHINA, PEOPLES REPUBLIC",3.6,,
YUSR INTERNATIONAL SCHOOL692153,YUSR INTERNATIONAL SCHOOL,n/a ,SAUDI ARABIA,3.91,,
ZHEJIANG FUYANG HIGH SCHOOL694371,ZHEJIANG FUYANG HIGH SCHOOL,n/a ,"CHINA, PEOPLES REPUBLIC",3.81,3.81,
ZHEJIANG HUZHOU HIGH SCHOOL694499,ZHEJIANG HUZHOU HIGH SCHOOL,n/a ,"CHINA, PEOPLES REPUBLIC",3.94,,
ZHENGZHOU FOREIGN LANGUAGE SCH694361,ZHENGZHOU FOREIGN LANGUAGE SCH,n/a ,"CHINA, PEOPLES REPUBLIC",3.84,3.86,3.8
ZHENGZHOU MIDDLE SCHOOL694448,ZHENGZHOU MIDDLE SCHOOL,n/a ,"CHINA, PEOPLES REPUBLIC",3.75,3.74,
ZHENGZHOU NO 7 MIDDLE SCHOOL694440,ZHENGZHOU NO 7 MIDDLE SCHOOL,n/a ,"CHINA, PEOPLES REPUBLIC",3.79,3.79,3.61
ZHENGZHOU NO 11 HS ST MARYS PR694023,ZHENGZHOU NO 11 HS ST MARYS PR,n/a ,"CHINA, PEOPLES REPUBLIC",3.77,3.79,3.91
ZHENGZHOU NO 47 MIDDLE & HIGH694388,ZHENGZHOU NO 47 MIDDLE & HIGH,n/a ,"CHINA, PEOPLES REPUBLIC",3.75,3.76,
ZHIXIN HIGH SCHOOL694022,ZHIXIN HIGH SCHOOL,n/a ,"CHINA, PEOPLES REPUBLIC",3.69,3.7,3.76
ZIBO EXPERIMENTAL HIGH SCHOOL694601,ZIBO EXPERIMENTAL HIGH SCHOOL,n/a ,"CHINA, PEOPLES REPUBLIC",3.81,3.81,
ZURICH INTERNATIONAL SCHOOL796330,ZURICH INTERNATIONAL SCHOOL,n/a ,SWITZERLAND,4.05,,
